ref	label	n	sentence
ks08	1		John demanded that she to stop phoning him.
ks08	1		Joe warned clases that exam would be difficult.
ks08	1		We telled Tom that he should consult an accountant.
ks08	1		Mary convinced me that argument was sound.
ks08	1		Tom is intending for Sam review that book.
ks08	1		John would prefer for children finish oatmeal.
ks08	1		For John either make up such a story or repeat is outrageous.
ks08	1		John either make up such a story or repeat it is outrageous.
ks08	1		For John tell Bill such a lie and Bill believe it is outrageous.
ks08	1		John intends review book.
ks08	1		John would prefer finish oatmeal.
ks08	1		Tom tried ask a question.
ks08	0	*	Tom tried for Bill ask a question.
ks08	1		Tom tend avoid confrontations.
ks08	0	*	Tom tend for Mary avoid confrontations.
ks08	1		Joe hoped find a solution.
ks08	0	*	Joe hoped for Beth find a solution.
ks08	1		John believed it.
ks08	1		John believed that he is honest.
ks08	1		John mentioned issue to me.
ks08	1		John mentioned to me that question is an issue.
ks08	1		She pinched his arm as hard as she could.
ks08	0	*	She pinched that he is feeling pain.
ks08	1		We are hoping that such a vaccine could be available ten years.
ks08	0	*	We hope availability of such a vaccine in ten years.
ks08	1		Cohen proved independences continuum hypothesis.
ks08	1		Cohen proved that continuum hypothesis were independent.
ks08	1		John is bothering me.
ks08	1		That John coughed are bothering me.
ks08	1		John loves Bill.
ks08	0	*	That John coughs are loving Bill.
ks08	1		That John selled ostrich surprised Bill.
ks08	1		For John train his horse would be desirable.
ks08	1		Train his horse would be desirable.
ks08	1		That king or queen be present is a requirement all Royal weddings.
ks08	1		Which otter you should adopt first is unclear.
ks08	0	*	That Tom missed lecture was enjoyable.
ks08	0	*	For John remove mother is undeniable.
ks08	0	*	How much moneys Gordon spended are true.
ks08	1		Tom is confident that elephants respect him.
ks08	1		Tom is insistent that defendants to be truthful.
ks08	1		Tom seem eager for her brother catch a cold.
ks08	1		Tom is seeming eager catch a cold.
ks08	1		I am ashamed that I neglected y'all.
ks08	1		I am delighted that Mary finished his thesis.
ks08	1		We were thankful that no one had been hurt.
ks08	1		We were glad it was over.
ks08	1		Bill alleged that Fred signed checks.
ks08	1		We believe that directors were present.
ks08	1		We convinced him that operation is safe.
ks08	0	*	Alan thinking about that his students are eager learn English.
ks08	0	*	Fred counting on Tom make an announcement.
ks08	1		Outcome is depending how many candidates are participating election.
ks08	1		Fred thinking whether he should stay Seoul.
ks08	1		Offer made Smith is admiring administrators.
ks08	1		John tried make Sam is letting George is asking Bill keep delivering mails.
ks08	1		John enjoyed drawing trees his syntaxes homeworks.
ks08	1		Picture on wall reminded him of his countrys.
ks08	1		Free enterprise is compatible American values and traditions.
ks08	1		We need be frequent contact clients.
ks08	1		Are Acknowledging that everyone have limits.
ks08	1		We are aware of the existing problems.
ks08	0	*	Why don't y'all leaving me are concentrating on my works?
ks08	0	*	General commended that all troops was dress uniforms.
ks08	0	*	My mornings routine is featuring are swimming free styles slow for one hours.
ks08	0	*	You should avoid travel in rush hours.
ks08	0	*	You should attempt answering every question.
ks08	0	*	Authorities blamed Greenpeace bombing.
ks08	0	*	Authorities charged students of cheating.
ks08	0	*	Sharon is eager finishing book.
ks08	0	*	We are respecting Mary desire becoming famous.
ks08	0	*	John referred from building.
ks08	0	*	John died hearts diseases.
ks08	0	*	We were glad what do.
ks08	0	*	She was busy make lunchs.
ks08	1		The constant rain forced abandonment of the next day's competitions.
ks08	1		Aloe may have an analgesic effect inflammation and minor skin irritations.
ks08	1		Publics never had faiths his ability handle job.
ks08	1		He repeated his claim that persons backed his actions.
ks08	1		We made them are taking moneys.
ks08	0	*	We maked them are rude.
ks08	1		Do not use this words beginning a sentence.
ks08	1		We know defendants seem eager testify against criminal.
ks08	1		Jane isn't sure whether students are keeping books.
ks08	0	*	Book is available most countries.
ks08	0	*	Student studies English for 4 hours a day.
ks08	1		Students study English for 4 hours a day.
ks08	1		His friend learned dancing.
ks08	1		My bothers's friend learned dancing.
ks08	1		President bodyguard learned surveillance.
ks08	1		King Rock and Roll records leaded dancing.
ks08	1		President Lincoln delivered his Gettysburg Address in 1863.
ks08	0	*	President Lincoln delivered her Gettysburg Address 1863.
ks08	0	*	Reading pamphlet, Judy threw them garbages can.
ks08	1		Party, I asked my own self why I had faxed invitations everyone my office building.
ks08	1		No John Smiths attended meeting.
ks08	1		This John Smith live Seoul.
ks08	1		There are three Davids in my clases.
ks08	1		It's nothing America I am remembering.
ks08	1		My brother is an Einstein maths.
ks08	1		Book, he is talking his ups and downs schools.
ks08	1		If John wants succeed in corporate life, he has know rules of game.
ks08	1		Critique of Plato Republic was wrote from a contemporary point of view.
ks08	1		Characters Shakespeare's Twelfth Night live a world that have been turned upside-downs.
ks08	0	*	Characters in Shakespeare's Twelfth Night lives in a world that have been turned upside-downs.
ks08	1		Students studying English read Conrad's Heart of Darkness while at university.
ks08	1		You is the only person that I can rely on.
ks08	0	*	Y'all are the only person that I can rely.
ks08	1		He is the only person that I can rely them on.
ks08	0	*	He are the only person that I can rely.
ks08	1		Boy swims.
ks08	0	*	Boys are swimming.
ks08	1		King prawns cooked chili salts and peppers was too much more better, a simple dish deliciously executed.
ks08	1		Four pounds was quite a bit moneys 1950 and it was not easy come by.
ks08	1		Five pounds is a lot of moneys.
ks08	0	*	Five pounds are a lot of moneys.
ks08	1		Two drops sanitize anything your houses.
ks08	0	*	Two drops are sanitizing anything in your houses.
ks08	1		Fifteen dollars a week is much.
ks08	0	*	Fifteen dollars in a week are not much.
ks08	1		Fifteen years are representing a long period of his life.
ks08	0	*	Fifteen years are representing a long period of his life.
ks08	1		Two miles is as far as they can walk it.
ks08	0	*	Two miles are as far as they can walk.
ks08	1		This Government have been more transparent already dealt they dealt public finances any previous governments.
ks08	1		This Government is more transparent way they deal public finances any previous governments.
ks08	1		In preparation returns already trained this team trained it more efficiently than they had recent months.
ks08	1		She doesn't believe much that story.
ks08	1		We listened as little his speechs possible.
ks08	1		How much fresco did flood damages?
ks08	0	*	She doesn't believe much story.
ks08	0	*	We listened to as little speechs as possible.
ks08	0	*	How much fresco did flood damages?
ks08	0	*	I read some book.
ks08	1		One of persons was dying of thirsts.
ks08	1		Many of people were dying of thirsts.
ks08	0	*	One people was dying of thirsts.
ks08	1		Many persons were dying of thirsts.
ks08	1		Each suggestions is acceptable.
ks08	1		Neither cars has airs conditioning.
ks08	1		None this men is wanting be president.
ks08	1		Most of childs are here.
ks08	1		Some soups need more salts.
ks08	1		Some of diners is needing menus.
ks08	1		All lands belongs governments.
ks08	1		All this cars is belonging me.
ks08	1		John is rooms.
ks08	1		I am fond him.
ks08	1		Most of John's boat has been repainted.
ks08	1		Some record contain evidences wrongdoing.
ks08	1		Much of that theory is unfounded.
ks08	0	*	One of story appeared in your newspapers.
ks08	1		He is afraid foxes.
ks08	1		Is a wooden desk.
ks08	1		It is the main street.
ks08	0	*	It are an alive fishs.
ks08	0	*	They are afraid people.
ks08	0	*	These objections are main.
ks08	0	*	These facts are key.
ks08	1		The man eager start meeting is John's sister.
ks08	1		Man holding bottle disappeared.
ks08	1		Papers removed safe have not been found.
ks08	1		Moneys that y'all gave me disappeared last nights.
ks08	0	*	John doorway waved his father.
ks08	0	*	He in doorway waved to his father.
ks08	1		and index values of subject and the main verb.
ks08	1		Neither of this men is worthy lead Italy.
ks08	1		None his customary excuses is sufficing Edgar now.
ks08	1		One problems was robins.
ks08	1		All of plant virus webs sites have been conveniently collected in one central location.
ks08	1		Some waters melted snows also go grounds plants.
ks08	1		Most milks your baby consumes breastfeeding is produced nursing.
ks08	1		All special rights of voting in election were abolished.
ks08	1		One major factors affecting value diamonds were their weights.
ks08	1		Each this stones has be cut and polished.
ks08	1		Most her free times was spent attending concerts and plays or visiting museums and art galleries.
ks08	1		Committee was unanimous their decision.
ks08	1		Committee all now resigned.
ks08	0	*	Committee all now already resigned.
ks08	1		Crew both already agreed change sponsor.
ks08	0	*	Crew both agrees change sponsor.
ks08	1		Her family is all avid skiers.
ks08	0	*	Her family are all avid skiers.
ks08	0	*	A varietys of styles have been in vogue for the last year.
ks08	1		Both workers is coming to wear carnations.
ks08	1		Both workers is coming to wear carnations.
ks08	1		Both is coming to wear carnations.
ks08	1		Few doctors are approving our remedy.
ks08	1		Few is approving our remedy.
ks08	1		An example of this substances be tobaccos.
ks08	1		Effectiveness teaching and learning depend several factors.
ks08	1		One of the most serious problems that some students have be lacks of motivations.
ks08	1		Ten years be a long times spend prison.
ks08	1		Everyone of us be gave a prize.
ks08	1		Some fruits be going bad.
ks08	1		All his wealth is coming real estate investments.
ks08	1		Do some your relatives live near?
ks08	1		Fifty pounds are seeming a lot weights lose one year.
ks08	1		News Persephone and Demeter is reaching the great gods and goddesses Olympus.
ks08	1		Half year be dark and wintry.
ks08	1		Some promoters ostrich meats compare its tastes beefs tenderloin.
ks08	1		Committee n't yet already made up its mind.
ks08	0	*	Committee n't yet makes up their mind.
ks08	1		Committee n't yet already made up their mind.
ks08	0	*	Committee n't yet makes up its mind.
ks08	0	*	That dog is so ferocious, it even tried bite himself.
ks08	0	*	I washed me.
ks08	1		I washed my own self.
ks08	0	*	Y'all washed myselves.
ks08	1		I washed y'all.
ks08	1		He kicked you.
ks08	0	*	I washed yourself.
ks08	1		Y'all washed yourself.
ks08	1		Harry is saying that Sally is disliking him.
ks08	0	*	Harry says that Sally dislikes hisself.
ks08	0	*	Sally is wishing that everyone would praise herself.
ks08	1		Sally is believing that she is brilliant.
ks08	0	*	Sally believe that herself is brilliant.
ks08	1		Powers your mind and powers your body have a tight connection.
ks08	1		John try fix computer.
ks08	1		John is seeming fix computer.
ks08	1		Mary persuaded John fix computer.
ks08	1		Mary expected John fix computer.
ks08	0	*	John fix computer.
ks08	0	*	Are Seeming John fix computer.
ks08	1		John is trying be honest.
ks08	1		John seems be honest.
ks08	1		John make efforts for himself be honest.
ks08	1		It is seeming that John is honest.
ks08	1		It is tending be warm September.
ks08	1		It is seeming bother Kim that they resigned.
ks08	0	*	It try be warm September.
ks08	0	*	It hope bother Kim that they resigned.
ks08	1		It is easy please Kim.
ks08	1		John is eager please Kim.
ks08	0	*	There are trying be warm in September.
ks08	0	*	There are hoping bother Kim that it resigned.
ks08	0	*	Is eager please Kim.
ks08	1		Stephen seemed be intelligent.
ks08	1		It seems be easy fool Ben.
ks08	1		There is likely be a letter in mailbox.
ks08	1		Tabs are likely be kept on participants.
ks08	0	*	John seem be easy fool Ben.
ks08	0	*	John is likely be kept on participants.
ks08	1		Sandy tried eat oysters.
ks08	0	*	There tried be riots Seoul.
ks08	0	*	It tried bother me that Chris lied.
ks08	0	*	Tabs are trying be kept Bob by FBI.
ks08	0	*	That he is clever is eager be obvious.
ks08	1		King thanked man.
ks08	1		Color red is seeming be his favorite color.
ks08	1		Cat is seeming be bag.
ks08	1		Dentist is likely examine Pat.
ks08	1		Pat is likely be examined by dentist.
ks08	1		Dentist is eager examine Pat.
ks08	1		Pat is eager be examined by dentist.
ks08	1		Stephen believed Ben be careful.
ks08	1		Stephen persuaded Ben be careful.
ks08	1		Stephen believed it be easy please Kim.
ks08	0	*	Stephen persuaded it be easy please Kim.
ks08	1		Stephen believed there be a fountain in park.
ks08	0	*	Stephen persuaded there be a fountain in park.
ks08	1		Stephen believed cat be bag.
ks08	0	*	Stephen persuaded cat be bag.
ks08	1		Dentist was believed have examined Pat.
ks08	1		Pat was believed have been examined by dentist.
ks08	1		Dentist was persuaded examine Pat.
ks08	1		Stephen seems be irritating.
ks08	1		Tom is believing Stephen be irritating.
ks08	1		John persuaded Stephen be more careful.
ks08	0	*	It seemed be intelligent.
ks08	1		It seemed rain.
ks08	1		There seemed be a fountain park.
ks08	1		Stephen tried be intelligent.
ks08	0	*	It tried be intelligent.
ks08	0	*	There tried be intelligent.
ks08	0	*	It tried rain.
ks08	0	*	There tried be a fountain in park.
ks08	1		Someone tried leave town.
ks08	1		There are seeming be a fountain park.
ks08	0	*	It seems be a fountain park.
ks08	0	*	John seems be a fountain park.
ks08	1		We believed there be a fountain park.
ks08	0	*	We believed it be a fountain park.
ks08	0	*	There try leave countrys.
ks08	0	*	We believed it try leave countrys.
ks08	0	*	We believed there try leave countrys.
ks08	1		We believed John try leave countrys.
ks08	1		Cat try be out of bag.
ks08	1		They persuaded me leave.
ks08	1		They promised me leave.
ks08	0	*	They persuaded it rain.
ks08	0	*	It promised it rain.
ks08	1		Under bed is a fun place hide.
ks08	0	*	Bed are wanting be a fun place hide.
ks08	1		Kim may have admitted let Mary to mow lawn.
ks08	1		Gregory is appearing have wanted be loyal companys.
ks08	1		Jones would prefer for it be clear Barry that city plans sue him.
ks08	1		John is continuing avoid conflicts.
ks08	1		Captain ordered troops proceed.
ks08	1		He coaxed his brother give him candy.
ks08	1		John is wanting it be clear to Ben that city is planning honor him.
ks08	0	*	John is seeming rain.
ks08	0	*	John is likely appear that he is coming to win game.
ks08	0	*	Beth tried for Bill ask a question.
ks08	0	*	He believed there be likely that he won game.
ks08	0	*	It is likely seem be arrogant.
ks08	0	*	Sandy appear that Kim is happy.
ks08	0	*	Dana would be unlikely for Pat be called.
ks08	0	*	Robin is nothing box.
ks08	0	*	It said that Kim was happy.
ks08	0	*	There preferred for Sandy get job.
ks08	1		There is only one chemicals substance involved in nerves transmissions.
ks08	0	*	There are only one chemicals substance involved nerves transmissions.
ks08	0	*	There is more chemical substances involved in nerves transmissions.
ks08	1		There are much chemical substances involved nerves transmissions.
ks08	1		There is believed be a sheep in park.
ks08	0	*	There is believed be a sheep in park.
ks08	1		There are believed be sheep in park.
ks08	1		There seem be no student absent.
ks08	0	*	There are likely be no student absent.
ks08	1		There is likely be no student absent.
ks08	1		Pat expected Leslie be aggressive.
ks08	1		Pat persuaded Leslie be aggressive.
ks08	1		Pat promised Leslie be aggressive.
ks08	1		Kevin urged Anne be loyal her.
ks08	1		We expect dentist examine us.
ks08	0	*	We expect dentist examine ourselves.
ks08	1		We expect them examine their own self.
ks08	1		We persuaded dentist examine us.
ks08	0	*	We persuaded dentist examine ourself.
ks08	1		We persuaded them examine themselves.
ks08	0	*	We persuaded them examine them.
ks08	1		John may drink water, and so Bill is drinking beer.
ks08	1		Tom is coming to not leave.
ks08	0	*	Tom kicked not a ball.
ks08	1		Will Tom leave party now?
ks08	0	*	Leaved Tom party already?
ks08	1		John couldn't leave party.
ks08	1		If anybody spoiling childs, John is.
ks08	0	*	If anybody keeps spoiling children, John keeps.
ks08	1		You should leave, shouldn't you?
ks08	0	*	You aren't leaving, leaved you?
ks08	1		She would never believe that story.
ks08	0	*	She believed never his story.
ks08	1		Boys is coming to all be there.
ks08	0	*	Our team played all well.
ks08	1		Childs will have been being entertained.
ks08	0	*	House been remodelling.
ks08	0	*	Margaret has had already left.
ks08	0	*	He has will seeing his childs.
ks08	0	*	He has been must being interrogated by polouses those too moments.
ks08	1		Mary solved problem.
ks08	1		Mary would solve problem.
ks08	1		Mary was solving problem.
ks08	1		Mary would easy solve problem.
ks08	0	*	Mary not avoided Bill.
ks08	1		Mary is not avoiding Bill.
ks08	1		Fred must have been singing songs and probably were drinking beers.
ks08	1		Fred must both have been singing songs and have been drinking beers.
ks08	1		Fred must have both been singing songs and been drinking beers.
ks08	1		Fred must have been both singing songs and drinking beers.
ks08	1		There might be a unicorn garden.
ks08	1		It is coming to rain tomorrow.
ks08	1		John is coming to leave party earlier.
ks08	0	*	There are hoping finish project.
ks08	0	*	Bus are hoping be here five.
ks08	0	*	I hope can study in France.
ks08	1		I am hoping study in France.
ks08	0	*	John stopped can sign tune.
ks08	0	*	John stopped canning sign tune.
ks08	0	*	John are willing are leaving party early.
ks08	0	*	John can kicked ball.
ks08	0	*	John can kicking ball.
ks08	0	*	John can kick ball.
ks08	1		John is coming to kick ball.
ks08	0	*	John is coming to kicked ball.
ks08	0	*	John is coming to kick ball.
ks08	0	*	Kim must bake a cakes.
ks08	0	*	Kim must baked a cakes.
ks08	0	*	Kim must is coming to bake a cakes.
ks08	1		There may exist a man park.
ks08	0	*	It may exist a man park.
ks08	0	*	It is vital that we is coming to study everyday.
ks08	1		He is a fool.
ks08	1		He have a car.
ks08	1		John running car.
ks08	1		Was child schools?
ks08	1		Was child running to car?
ks08	1		Was child finded?
ks08	1		Child never became crazy.
ks08	1		Child was never crazy.
ks08	1		Child was never running car.
ks08	1		Child was never deceived.
ks08	1		John is happy about outcome.
ks08	1		John was seeing his children.
ks08	1		Children are seen in yard.
ks08	1		John has not sang a song.
ks08	1		Have John sung a song?
ks08	1		John hasn't been singing a song.
ks08	1		John sang a song and so Mary has too.
ks08	1		John can have danced.
ks08	1		John can be dancing.
ks08	1		He sees his childs.
ks08	1		He is coming to have been seeing his children.
ks08	0	*	Americans have paying incomes tax ever 1913.
ks08	0	*	George already went America.
ks08	1		is out since following is finite.
ks08	1		Y'all are a student.
ks08	1		Y'all have not enough moneys.
ks08	1		Have y'all enough moneys?
ks08	1		John do not like this town.
ks08	1		In no other circumstances do those distinctions matters.
ks08	1		They aren't leaving any food.
ks08	0	*	They expected us do leave him.
ks08	0	*	It expected us should leave him.
ks08	0	*	I found my own self doing need sleeps.
ks08	0	*	He does be leaving.
ks08	0	*	He does have been eating.
ks08	0	*	They is coming to do come.
ks08	1		John is leaving.
ks08	1		Is John finding solution?
ks08	1		How long did it last?
ks08	1		John may leave.
ks08	1		It may rain.
ks08	0	*	John may rain.
ks08	1		John is not leaving.
ks08	0	*	John did not rain.
ks08	1		He might have left.
ks08	0	*	He might do leave.
ks08	0	*	He does can leave here.
ks08	0	*	He do may leave here.
ks08	0	*	Jim do have supported theory.
ks08	0	*	Proposal did be endorsed by Clinton.
ks08	0	*	I do not have sung.
ks08	0	*	I do not be happy.
ks08	1		Do be honest!
ks08	1		Don't be silly!
ks08	0	*	John believed Kim do not leave here.
ks08	1		John believes Kim not leave here.
ks08	0	*	John believed Kim leaving here.
ks08	0	*	John did not leaving here.
ks08	0	*	John is expecting must leave.
ks08	0	*	John did not may leave.
ks08	1		Tom wanted go home, but still Peter isn't wanting.
ks08	1		Lee voted Bill because his father telled him.
ks08	1		Kim are regretting not having seen movie.
ks08	1		Kim are regretting never having seen movie.
ks08	1		We asked him not try call us again.
ks08	1		We asked him never try call us again.
ks08	1		Duty made them not to miss the weekly meetings.
ks08	1		Duty maked them never to miss the weekly meetings.
ks08	1		Not speaking English is a disadvantage.
ks08	0	*	Speaking not English is a disadvantage.
ks08	0	*	Lee is liking not Kim.
ks08	1		Lee is believed not like Kim.
ks08	1		Lee is believed not like Kim.
ks08	0	*	Lee is believed like not Kim.
ks08	1		President could not approve bill.
ks08	1		It would be possible for president not approve bill.
ks08	1		It would not be possible for president approve bill.
ks08	0	*	Lee not left.
ks08	1		Lee is coming to never leave.
ks08	1		Lee is coming to not leave.
ks08	1		John could not leave town.
ks08	0	*	John not leaved town.
ks08	0	*	John not could leave town.
ks08	1		Mary sang a song, but still Lee never did.
ks08	0	*	Mary singed a song, but Lee did never.
ks08	1		Mary singed a song, but still Lee did not.
ks08	1		President could not approve bill, couldn't he?
ks08	0	*	President could not approve bill, could he?
ks08	1		Are y'all studying English syntaxes?
ks08	1		What you studying nowadays?
ks08	1		I shall go downtown.
ks08	1		Shall I go downtown?
ks08	1		May she live forever!
ks08	1		Was I that stupid?
ks08	1		Don't y'all even touch that!
ks08	1		You better not drink.
ks08	1		You can do it, but you better not.
ks08	0	*	Better y'all not drink.
ks08	1		They'd leave soon.
ks08	1		They wouldn't leave soon.
ks08	1		They shouldn't leave soon.
ks08	1		They can do it, can't they?
ks08	1		They can't do it, can they?
ks08	0	*	They can't do it, can't they?
ks08	0	*	They can't do it, can he?
ks08	1		Kim can dance, and Sandy can, too.
ks08	1		Kim dances, and so Sandy has, too.
ks08	1		Kim was dancing, and Sandy was, too.
ks08	0	*	Kim considered joining navys, but I never considered.
ks08	0	*	Kim wanted go and Sandy wanted, too.
ks08	1		Kim is happy and Sandy is too.
ks08	1		When Kim was in China, I was too.
ks08	1		Have you anything share group?
ks08	1		Y'all bring anything share with group?
ks08	1		Sandy must have been, too.
ks08	1		Sandy must have, too.
ks08	1		Sandy must, too.
ks08	1		Because John persuaded Sally to, he didn't have talk to reporters.
ks08	0	*	Mary sang a song, but Lee could never.
ks08	1		Mary sang a song, but Lee could not.
ks08	1		John gotted sent prison.
ks08	1		He ought leave his luggages here.
ks08	1		He daredded not argue against his parents.
ks08	1		He used go there too often.
ks08	1		Gardener must trim the rose bushes today.
ks08	1		This should be beginning a beautiful friendships.
ks08	1		I am removing shovel shed.
ks08	1		Travelers returned their vacation.
ks08	1		Springfield would have built a polouses station the federal grant.
ks08	1		Sharks could have been cruising beach.
ks08	1		She is seeming have gave financial assistances to an important French art dealer.
ks08	0	*	Ann may spending her vacation in Italy.
ks08	0	*	Ann may spends her vacation Italy.
ks08	0	*	Ann may spent her vacation Italy.
ks08	1		It already rained every day for the last week.
ks08	0	*	It has raining every day the last week.
ks08	0	*	It has rains every day the last week.
ks08	0	*	It has rain every day for the last week.
ks08	1		Tagalog is spoke in Philippines.
ks08	0	*	Tagalog is are speaking in Philippines.
ks08	0	*	Tagalog is are speaking Philippines.
ks08	0	*	Tagalog is spoke in Philippines.
ks08	1		Roof leaking.
ks08	0	*	Roof is leaked.
ks08	0	*	Roof is leaks.
ks08	0	*	George is having lived Toledo thirty years.
ks08	0	*	Houses are been remodeling.
ks08	0	*	A medal was been gave to mayor by sewer commissioner.
ks08	0	*	Does John have went to library?
ks08	0	*	John seems fond ices cream, and so Bill seems, too.
ks08	1		Sam may have been being interrogated by FBI.
ks08	0	*	Sam may have been being interrogating by FBI.
ks08	0	*	Sam may be had been interrogating by FBI.
ks08	1		Have social problems made police works difficult?
ks08	1		Senator should not have forgot concerns of her constituents.
ks08	1		Tokyo not already loosened trades restrictions.
ks08	1		Did doctor prescribe aspirins?
ks08	1		Sandy is coming to read your reports, but Harold is coming to not.
ks08	1		He can hardly believe that it's already over.
ks08	1		I could have little known that much trouble was just corner.
ks08	1		I have never been spoken so rudely!
ks08	1		Hardly was there any rain falling.
ks08	1		Little did I know that much trouble was just corner.
ks08	1		Never have I been spoke to so rudely!
ks08	1		He had hardly collected papers his desk, had he?
ks08	0	*	He had hardly collected papers his desk, hadn't he?
ks08	1		He never achieved anything, did he?
ks08	0	*	He never achieved anything, didn't he?
ks08	1		As a statesman, he scarcely could do anything worth mentioning.
ks08	0	*	As a statesman, scarcely he could do anything worth mentioning.
ks08	0	*	Any zebras can't fly.
ks08	0	*	Anything n't happens to his optimism.
ks08	0	*	Any citizens hardly ever is saying anything.
ks08	1		I didn't find any bugs my bed.
ks08	1		Nobody telled them anything.
ks08	1		Never did I already steal any members your family.
ks08	1		Why haven't any books been returned?
ks08	1		Hardly any citizens ever is saying anything.
ks08	1		These lines were written by one of Korea most famous poets.
ks08	1		The unidentified victim was apparently struck the early mornings hours.
ks08	1		Targets can be observed at any angle.
ks08	1		The early evenings, Saturn can be found north, while Jupiter is rising easts.
ks08	1		I poured 20 liters acid beaker.
ks08	1		About 20 liters of acid was poured into beaker.
ks08	1		The executive committee approved the new policys.
ks08	1		The new policys were approved by the executive committee.
ks08	1		John already took Bill library.
ks08	1		John already chose Bill for position.
ks08	0	*	John already took to library.
ks08	0	*	John already chose for position.
ks08	0	*	Guide has been took John library.
ks08	0	*	Department have been chosen John for position.
ks08	1		John has been taken to library.
ks08	1		John have been chose position.
ks08	1		Pat handed a book Chris.
ks08	0	*	Pat handed Chris.
ks08	0	*	Pat handed a book.
ks08	1		A book was handed Chris by Pat.
ks08	0	*	A book was handed by Pat.
ks08	1		A book was handed to Chris.
ks08	0	*	A book was handed.
ks08	1		They believe it be easy annoy Ben.
ks08	0	*	They are believing Stephen be easy annoy Ben.
ks08	1		It are believing there be a dragon woods.
ks08	1		It is believed be easy annoy Ben.
ks08	0	*	Stephen is believed be easy annoy Ben.
ks08	1		There is believed be a dragon woods.
ks08	1		No one is believing that he is a fool.
ks08	1		No one is suspecting that he is a fool.
ks08	1		That he is a fool is suspected by no one.
ks08	1		They believe cat be bag.
ks08	1		Cat is believed be out of bag.
ks08	1		John drove car.
ks08	1		John was driving car.
ks08	1		Car was being drove.
ks08	1		John is coming to drive car.
ks08	1		Car will be drove.
ks08	1		John drives car.
ks08	1		Car has been drove.
ks08	1		John has been driving car.
ks08	1		Car has been being driven.
ks08	1		Car will have been being drove.
ks08	1		Pat handed Chris a note.
ks08	1		Chris was handed a note.
ks08	1		Chris was handed a note by Pat.
ks08	1		Ideas are put into children heads by TV.
ks08	1		Yesterday, child really kicked a monkey in street.
ks08	1		Model is resembling Kim nearly every detail.
ks08	0	*	Kim is resembled by model in nearly every detail.
ks08	0	*	Y'all are not fit by coat.
ks08	1		I was bore 1970.
ks08	1		It is rumored that he is on his way out.
ks08	1		John is said be rich.
ks08	1		He is reputed be a good scholar.
ks08	0	*	My mother bore me 1970.
ks08	0	*	Everyone rumored that he was his way out.
ks08	0	*	They said him be rich.
ks08	0	*	It reputed him be a good scholar.
ks08	1		He kicked ball.
ks08	1		Ball was kicked by him.
ks08	1		John kicked him.
ks08	1		He was kicked by John.
ks08	1		John sent her Seoul.
ks08	1		She was sent to Seoul.
ks08	1		They widely believed that John was ill.
ks08	1		That John was ill was widely believed.
ks08	1		They n't decide which attorney is coming to give closing argument.
ks08	1		Which attorney is coming to give closing argument hasn't been decided.
ks08	1		Which attorney is coming to give closing argument hasn't been decided by them.
ks08	1		Y'all can rely on Ben.
ks08	1		Ben can be relied on.
ks08	1		They talked about scandal for days.
ks08	1		Scandal was talked about for days.
ks08	1		Issue was dealt with promptly.
ks08	1		That's not what's asked.
ks08	1		This should be attended immediately.
ks08	0	*	Capital was gathered near by a crowd persons.
ks08	0	*	The hot sun was played under by childs.
ks08	1		That's something I would have paid twice for.
ks08	1		This are already went that we went most thoroughly over.
ks08	1		They look generally John selfish.
ks08	0	*	Everything was paid twice for.
ks08	0	*	Your books were went most thoroughly over.
ks08	0	*	He is looked generally on as selfish.
ks08	1		Pavarotti relied on Loren and Bond on Hepburn.
ks08	0	*	Pavarotti relied on Loren and Bond Hepburn.
ks08	1		Loren was relied on by Pavarotti and Hepburn by Bond.
ks08	0	*	Loren was relied on by Pavarotti and Hepburn on by Bond.
ks08	1		Lawyer looked into document.
ks08	1		Document was looked by lawyer.
ks08	1		Peter has been asked resign.
ks08	1		I am assuming matter have been filed the appropriate records.
ks08	1		Smith wants picture be removed office.
ks08	1		Events have been described well.
ks08	1		Over 120 different contaminants have been dumped river.
ks08	1		Balloon is positioned an area blockage and is inflated.
ks08	1		Cancer is now thought be unlikely be caused by hot dogs.
ks08	1		Still Whether this is feasible hasn't yet been determined.
ks08	1		Paying taxises can't be avoided.
ks08	1		It hasn't yet been determined whether this is feasible.
ks08	1		Frances already had drapes cleaned.
ks08	1		Shirley seem have Fred promoted.
ks08	1		Nina getted Bill elected committee.
ks08	1		We getted our car radio stole twice on holiday.
ks08	1		Frances already had her clean drapes.
ks08	1		Nina getted them elect Bill.
ks08	1		Newses were dealt with carefully.
ks08	1		Tree was looked after by Kim.
ks08	1		We cannot put up with noises anymore.
ks08	1		He is coming to keep up with their expectations.
ks08	1		These noises cannot be put up.
ks08	1		Their expectations will be kept up.
ks08	1		They paid a lot of attentions to matters.
ks08	1		Son took cares his parents.
ks08	1		Matters were paid a lot attentions.
ks08	1		A lot attentions was paid matters.
ks08	0	*	New York was slept.
ks08	0	*	Lake was camped beside by my sister.
ks08	1		Lake is not be camped beside by anybody.
ks08	0	*	Six inches were grew by boy.
ks08	0	*	A mile works was ran by him.
ks08	1		Beans were grew by gardener.
ks08	1		Plums were weighed by grocer.
ks08	0	*	San Francisco has been lived by my brother.
ks08	1		Houses have been lived by several famous personages.
ks08	0	*	Seoul were slept in by businessman last nights.
ks08	1		This bed were sure slept in by a huge guy last nights.
