ref	label	n	sentence
ks08	0	*	Have rain every day for a last week.
ks08	1		Tagalog is in the Philippines spoken.
ks08	0	*	Tagalog is in the Philippines speak.
ks08	0	*	Tagalog is like speaks in Philippines.
ks08	0	*	Tagalog is speaking Philippines.
ks08	1		Roof is leaking.
ks08	0	*	Roof is leaked.
ks08	0	*	Roof is leaks.
ks08	0	*	George is having in Toledo for thirty years lived.
ks08	0	*	Houses are been remodeling.
ks08	0	*	Medal have been giving to mayor by sewer commissioner.
ks08	0	*	John gone a library?
ks08	0	*	John is seeming fond of ices cream, and Bill is seeming, too.
ks08	1		Sam may been being interrogating by FBI.
ks08	0	*	Sam may been being interrogating by those FBI.
ks08	0	*	Sam may be been interrogating by FBI.
ks08	1		Social problem made polouses works difficult?
ks08	1		Senator should not have of her constituents forgotten concerns.
ks08	1		Tokyo not loosens trades restrictions.
ks08	1		Did doctor prescribing aspirins?
ks08	1		Sandy would read your reports, which Harold would not.
ks08	1		She can hardly believe that it's already over.
ks08	1		Can little around the corner known that much trouble had been just.
ks08	1		Have never been spoken so rudely!
ks08	1		Hardly have been there any rain like falling.
ks08	1		Little know that much trouble had been just around corner.
ks08	1		Never have been spoke to so rudely!
ks08	1		Had hardly collected paper on his desk, had had?
ks08	0	*	Had hardly collected hi desk papers, hadn't?
ks08	1		Never had achieved anything, had done?
ks08	0	*	Never had achieved anything, didn't?
ks08	1		As statesman, scarcely could do anything worth mentioning.
ks08	0	*	The statesman, scarcely can doing anything worth mentioning.
ks08	0	*	Any zebras can't fly.
ks08	0	*	Anything n't already happened his optimism.
ks08	0	*	Any citizen hardly ever is saying anything.
ks08	1		Amn't finding any bug my bed.
ks08	1		The Nobody telling them anything.
ks08	1		Never steal from any your family members.
ks08	1		Why haven't any books been returning?
ks08	1		Hardly any of citizen ever is saying anything.
ks08	1		This line have been written by Korea's famous poets one.
ks08	1		That unidentified victim have been apparently struck during the early mornings hours.
ks08	1		Targets can be at any angle observed.
ks08	1		During the early evenings, Saturn can be found in north, while Jupiter is rising in easts.
ks08	1		Have poured 20 liter of acid into that beaker.
ks08	1		About 20 liter acid have been poured beaker.
ks08	1		That executive committee approved that new policys.
ks08	1		That new policy have been approved by that executive committee.
ks08	1		John taken Bill to that library.
ks08	1		John have for the position chosen Bill.
ks08	0	*	John takes to library.
ks08	0	*	John have for the position chosen.
ks08	0	*	Guide has been taking library John.
ks08	0	*	The department been for the position chosen John.
ks08	1		John have been to the library taken.
ks08	1		John been for the position chosen.
ks08	1		Pat to Chris handed the book.
ks08	0	*	Pat to Chris handed.
ks08	0	*	Pat had handed book.
ks08	1		One book have been to Chris handed by Pat.
ks08	0	*	The book have been handing by Pat.
ks08	1		Book have been to Chris handed.
ks08	0	*	One book have been handed.
ks08	1		Are believing to be like easy to annoy Ben.
ks08	0	*	Are believing Stephen to be like easy to annoy Ben.
ks08	1		In the wood believe there to is the dragon.
ks08	1		Is believed to be like easy to annoy Ben.
ks08	0	*	Stephen is believed to be like easy to annoy Ben.
ks08	1		You have is to be dragon in woods.
ks08	1		No one is believing that is the fool.
ks08	1		No one suspect that is fool.
ks08	1		That is the fool is suspected by no one.
ks08	1		Are believing cat to be out of bag.
ks08	1		Cat is believed to be out of bag.
ks08	1		John had driven car.
ks08	1		John was driving that car.
ks08	1		Car was being driven.
ks08	1		John would drive a car.
ks08	1		Car would be driven.
ks08	1		John driving that car.
ks08	1		Car been driven.
ks08	1		John been driving that car.
ks08	1		Car has been being driven.
ks08	1		Car would have been being driving.
ks08	1		Pat had handed Chris the note.
ks08	1		Chris have been handed note.
ks08	1		Chris have been handed the note by Pat.
ks08	1		Ideas are into children 's heads put  by TV.
ks08	1		Yesterday, child really had kicked monkey street.
ks08	1		That model is resembling Kim in nearly every detail.
ks08	0	*	Kim is in nearly every detail resembled by model.
ks08	0	*	Are not fitted by coat.
ks08	1		Have been in 1970 born.
ks08	1		Is on his way out rumored that is.
ks08	1		John is said to be like rich.
ks08	1		Is reputed to be the good scholar.
ks08	0	*	My mother in 1970 bore me.
ks08	0	*	Everyone had rumored that she had been on her way out.
ks08	0	*	Have said to be like rich.
ks08	0	*	Have reputed her to be the good scholar.
ks08	1		Had kicked ball.
ks08	1		Ball have been kicked by him.
ks08	1		John had kicked him.
ks08	1		Have been kicked by John.
ks08	1		John had sent him to Seoul.
ks08	1		Have been sending to Seoul.
ks08	1		It widely have believed that John had been like ill.
ks08	1		That John had been like ill have been widely believed.
ks08	1		Haven't decided which attorney would give that closing argument.
ks08	1		Which attorney would give closing argument hasn't been decided.
ks08	1		Which attorney would give closing argument hasn't been decided by them.
ks08	1		Can on Ben rely.
ks08	1		Ben can be relied on.
ks08	1		Have talked about scandal for days.
ks08	1		Scandal have been for days talked about.
ks08	1		Issue have been dealt with promptly.
ks08	1		That's not what-what's asked.
ks08	1		This should be attending to immediately.
ks08	0	*	Capital have been gathering near by crowd of persons.
ks08	0	*	That hot sun have been playing under by childs.
ks08	1		That's something would paid it twice.
ks08	1		This are books that gone them most thoroughly over.
ks08	1		Are looking generally on John as selfish.
ks08	0	*	Everything have been paid twice for.
ks08	0	*	Your books have been went most thoroughly over.
ks08	0	*	Is looked generally on as selfish.
ks08	1		Pavarotti on Loren and Bond on Hepburn relied.
ks08	0	*	Pavarotti on Loren and Bond Hepburn relied.
ks08	1		Loren have been relied on by and Hepburn Bond Pavarotti.
ks08	0	*	Loren have been relied on by and Hepburn on Bond Pavarotti.
ks08	1		Lawyer look into document.
ks08	1		Document have been looking into by lawyer.
ks08	1		Peter have been asking to resign.
ks08	1		Assuming that matter to have been filed in the appropriate records.
ks08	1		Smith from the office wants the picture to be removed.
ks08	1		Events been described well.
ks08	1		Over 120 different contaminant been dumping into river.
ks08	1		Balloon is positioning in blockage area and is inflated.
ks08	1		Cancer is now thought to be like unlikely to be caused by hot dogs.
ks08	1		Still Whether this is like feasible hasn't yet been determined.
ks08	1		Paying taxises can't be avoided.
ks08	1		Hasn't yet been determining whether this is like feasible.
ks08	1		France has had drape cleaned.
ks08	1		Shirley is seeming to have Fred promoted.
ks08	1		Nina to the committee got Bill elected.
ks08	1		Have gotten our car radio stolen twice holiday.
ks08	1		France have having clean drape.
ks08	1		Nina had gotten to elect Bill.
ks08	1		Newses were dealt with carefully.
ks08	1		Tree have been looked after by Kim.
ks08	1		Cannot put up with that noises anymore.
ks08	1		Would with their expectations keep up.
ks08	1		These noises cannot be putting up with.
ks08	1		Their expectations would be kept up with.
ks08	1		Have paid lot of the attention to that matter.
ks08	1		Son took cares her parents.
ks08	1		That matter have been paying the lot of the attention to.
ks08	1		Lot of attentions have been paid to matters.
ks08	0	*	New York have been slept in.
ks08	0	*	Lake have been camped beside by my sister.
ks08	1		Lake is not to be camped beside by anybody.
ks08	0	*	Six inch have been growing by a boy.
ks08	0	*	The mile to works have been running by him.
ks08	1		Beans have been grown by gardener.
ks08	1		Plums have been weighed by grocer.
ks08	0	*	San Francisco been lived by my brother.
ks08	1		House have been lived in by several famous personages.
ks08	0	*	Seoul were slept in by businessman last nights.
ks08	1		This bed were surely slept in by the huge guy last nights.
ks08	1		Rosie have gotted striking by lightning.
ks08	1		Have gotted phoning by the woman friend.
ks08	1		Have gotted hit in that face with that tip of surfboard.
ks08	1		John's bike have gotted fixed or have gotted stole.
ks08	0	*	Lesson have gotted read by priest.
ks08	0	*	Letter gotted writing by the poet.
ks08	0	*	Tom gotted for a refund understood to have asked.
ks08	0	*	Mary have gotted hearing to insult his parents.
ks08	1		John clever?
ks08	1		Who-all like clever?
ks08	1		Like How clever are!
ks08	1		Be like very clever.
ks08	1		Am asking you if this is what-all are wanting.
ks08	1		You would mind taking out the garbage, isn't it?
ks08	1		Can that child reading that book?
ks08	1		What-what can child reading?
ks08	1		Which version recommended?
ks08	1		With what-all baby ate food?
ks08	1		How is eating food?
ks08	1		Which man talk?
ks08	1		To which man talking?
ks08	1		How ill have Hobbs been?
ks08	0	*	Which man are talking?
ks08	0	*	To which man are talking to?
ks08	1		Who-all are thinking Hobbs have imagined Mary had said Tom had seen?
ks08	1		Who-all is Kim working for and so Sandy is relying on?
ks08	0	*	Who-who is Kim working and Sandy is relying?
ks08	0	*	Who-all is Kim working for and so Sandy is relying on Mary?
ks08	1		Can relying on Edward's helps.
ks08	1		Edward helps, can rely on.
ks08	1		Have talked about that that had been like sick days fact.
ks08	1		A facts that was like sick day, talked.
ks08	0	*	Can rely on that help you.
ks08	0	*	Have talked that had been like sick day.
ks08	1		That had been like sick, have talked about for days.
ks08	1		That arrows aren't stopping in no midair is capturing by this theory.
ks08	0	*	Who-who are seeing and picture?
ks08	1		These qualities have recommended him to Oliver.
ks08	1		UN had recommended an enlarged the peacekeeping force.
ks08	1		This is book what that teacher recommended it.
ks08	1		Who-all gon recommend?
ks08	1		John putting books in box.
ks08	1		Which book John put in that box?
ks08	1		Where is John putting book?
ks08	1		In which box is John putting a book?
ks08	1		Like How happy John is?
ks08	1		Who-who had put book in box?
ks08	1		Who-all in the box put the book?
ks08	1		Who-all can in the box put the book?
ks08	1		Who-who are thinking have visited Seoul last year?
ks08	1		That's UN delegate does that government thinks them visit Seoul last year.
ks08	1		Who-all believe that Sara had invited?
ks08	1		Who-who believe invited Sara?
ks08	0	*	Who-all are y'all believing that had invited Sara?
ks08	0	*	Who-who are y'all thinking that would be nominated for position?
ks08	1		This a kind of person who-who doubt it that under normal circumstances will have anything to do with such scheme.
ks08	1		John is asking whose-all book hi son is liking.
ks08	1		John forgets which player her son had shouted.
ks08	1		Had told me how many employee Karen had introduced to visitor.
ks08	1		been reading article.
ks08	0	*	Tom had denied which book had been reading.
ks08	0	*	Tom had claimed how much moneys he had spent.
ks08	0	*	John had inquired that she should read.
ks08	0	*	Peter would decide that should review that book.
ks08	1		John had inquired which book should read.
ks08	1		Peter would decide which book should review.
ks08	1		John telled us that should review book.
ks08	1		John had told us which book we should review.
ks08	1		Which box is putting a book?
ks08	1		Which book by his father reading?
ks08	1		John is asking in which box putted that book.
ks08	1		John is asking which book hi father had read.
ks08	1		Kim wonders in which room Gary had stayed.
ks08	1		Lee had asked me like how fond of chocolate monkey are.
ks08	0	*	Kim already wondered that Gary had stayed rooms.
ks08	0	*	Kim of chocolates asked me that monkeys are too fond.
ks08	1		John from her knows whose-whose book Mary had bought and so Tom had borrowed.
ks08	0	*	John is knowing whose-all book Mary had bought and so Tom had talked.
ks08	1		Amn't knowing whether should agree.
ks08	1		From anything gets like upset if am excluding her.
ks08	1		From anything gets like upset whether am excluding her.
ks08	1		Am wondering if 'd be like kind enough to give us informations.
ks08	1		Am not like certain about when would come.
ks08	1		Am not like certain whether would go or not.
ks08	0	*	Isn't like certain about if come.
ks08	0	*	Am not like certain about if would go or not.
ks08	1		Amn't knowing where to go.
ks08	1		Amn't knowing what-all to do.
ks08	1		Amn't knowing how to do.
ks08	1		Amn't knowing whether to agree with him or not.
ks08	0	*	Amn't knowing if to agree with him.
ks08	0	*	Don't with him know that to agree or not.
ks08	1		Fred is knowing which politician to support.
ks08	1		Karen had asked where to put chair.
ks08	1		Student had protected him.
ks08	1		Who-all had protected her?
ks08	1		To protect him isn't an easy task.
ks08	0	*	Fred is knowing which politician for that Karen should vote.
ks08	0	*	Fred is knowing which politician for to vote.
ks08	0	*	Karen had asked where for To Jerry put chair.
ks08	0	*	Karen had asked where for to put chairs.
ks08	1		How carefully y'all considering your future career?
ks08	1		When can for graduation register?
ks08	1		Where are going to register for graduation?
ks08	1		Why y'all borrowed my pencil?
ks08	1		When said that have been fired?
ks08	1		Where himself told y'all that himself had met Mary?
ks08	1		Why wondering whether would invite me?
ks08	1		How often asked when would meet at party?
ks08	1		What-all is causing that students should select particular major?
ks08	1		Who-all gon John for information about summer courses ask?
ks08	1		Which textbook the teacher in the class use last summer?
ks08	1		Whose-all car blocking a entrance a store?
ks08	1		Why thinking had left?
ks08	1		Who-all guess would be here?
ks08	1		Who-all think borrowing my book?
ks08	1		Which city Fred think that y'all believe that John lives?
ks08	1		Am wondering which shelf John would put book?
ks08	1		What proof that has implicated found?
ks08	1		Joseph has forgot how many matches has won.
ks08	1		Fred would warning Martha that should claim that her brother is like patriotic.
ks08	1		That Bill in Seoul tried to discover which drawer Alice put moneys in made are realizing that should left her.
ks08	1		Jasper wonders which book should attempt to persuade his students to buy.
ks08	0	*	Wondering if on would shelve John would put book which.
ks08	0	*	Am wondering what-all city that Did Romans destroy.
ks08	0	*	John was whom to wondering to was referring.
ks08	0	*	Who-all already gave that given ticket Bill?
ks08	0	*	What city would Fred say that Mary think that John live?
ks08	0	*	Whom Dana believe Chris knows Sandy trusts?
ks08	0	*	Politician had denied how opponent have been poisoned.
ks08	0	*	Fred during the summer vacation knows which book for the childs to read.
ks08	1		This needing mending.
ks08	0	*	This are needing mending shoe.
ks08	0	*	Had mended.
ks08	1		Had mended shoe.
ks08	1		This are needing investigating.
ks08	0	*	This are needing investigating that problem.
ks08	0	*	It have investigated.
ks08	1		Have investigated that problem.
ks08	1		Video which have recommended had been like really terrific.
ks08	1		Video which I have thought y'all have recommended had been like really terrific.
ks08	1		Video have thought John had told us which recommended had been like really terrific.
ks08	1		student who had won prize left.
ks08	1		student who everyone likes them leaving.
ks08	1		a person whom had given a book to left.
ks08	1		that day when have met her had been like sunny.
ks08	1		President who Fred had voted has resigning.
ks08	1		For dislikes his opponents president that Fred had voted.
ks08	1		President Fred had voted for have resigned.
ks08	1		have no relative pronoun at all.
ks08	1		Of person with whom to consult is kind.
ks08	1		These for which are thing to be like thankful.
ks08	1		Would on whom invite volunteers to work.
ks08	1		This is the student picture whom have appeared that newspapers.
ks08	0	*	Pictures whom have appeared newspapers?
ks08	1		the persons happy with proposal left.
ks08	1		person standing on my foot is like heavy.
ks08	0	*	papers to finish by the tomorrow are like too long.
ks08	0	*	person on my foot stand is like heavy.
ks08	0	*	person on my foot stood is like heavy.
ks08	0	*	Student had met John had met Bill senator.
ks08	0	*	Student had met senator which what John had met Bill.
ks08	0	*	Student had met for John to meet Bill senator.
ks08	1		Jack is that person whom Jenny fell them in the love.
ks08	1		Jack is a person whom Jenny fell them the love.
ks08	0	*	Jack is person fallen love whom.
ks08	1		Meeted critic whose-whose remark wanted to object.
ks08	1		This friend whose-whose mother Kim had given one party.
ks08	1		That teacher had set us the problem that answer to which can find in that textbook.
ks08	1		Have called a senators who had met Fred.
ks08	1		The kid on the ground picked up the apple which what falled down.
ks08	0	*	Student had met John had come.
ks08	0	*	Problem had intrigued have bothered me.
ks08	1		Made statement did which thought it be like really interesting and important.
ks08	1		All have agreed to include that matter which what everyone had believed had been excluded them from Treaty.
ks08	1		Mary knowing that John have been elected.
ks08	1		That John have been electing surprised Frank.
ks08	1		Mary had told Bill that John have been elected.
ks08	1		This that book that what read it.
ks08	1		That president had abandoned the persons which what had voted for him.
ks08	1		In Egypt is argument that person think it would never end.
ks08	0	*	Every essay 's written it and which 've read it is that pile.
ks08	0	*	Every essay 's written it and that 've read on that pile is.
ks08	1		Every essay which 's written it and that  read on that pile is.
ks08	1		Every essay that 's written it and which 've read it on that pile is.
ks08	1		that student whose turn have been left.
ks08	0	*	student 's turn have been left.
ks08	1		that pencil which she is writing it had broken.
ks08	0	*	pencil with that she writing had broken.
ks08	1		the with which pencil to write have broken.
ks08	0	*	pencil with that to write had broken.
ks08	0	*	Persons who placed our trusts left.
ks08	0	*	Person with who were talking them left.
ks08	1		Companys in which invested it left.
ks08	1		Persons in whose houses stayed them left.
ks08	1		Person whom himself felt them like most comfortable left.
ks08	1		She had bought the which bench to sit.
ks08	1		Had bought the refrigerator which to put that beers.
ks08	1		There is the bench for to sit.
ks08	0	*	Karen had asked where for To Washington put chair.
ks08	1		person met them Boston.
ks08	1		box have put books in is sealed.
ks08	1		Making the statement thought it was like interesting and important.
ks08	1		All from the Treaty agreed to include those matters everyone believed them been excluded.
ks08	1		I just am knowing that the Big 12 South team everyone had known will win actually had won game.
ks08	1		Person who asked them helps thinking she is like foolish.
ks08	1		Mary, who John had asked for helps, is thinking is like foolish.
ks08	1		John has two sisters, who become lawyers.
ks08	1		Have met lady from France who is growing peach.
ks08	0	*	Meeted John who is growing peaches.
ks08	0	*	Have met him is growing peach.
ks08	1		In classroom, teacher had praised John, whom also am respecting.
ks08	1		Reagan, whom Republicans nominated it in 1980, living most of her life in California.
ks08	1		Every student which what had attended that had had the good time party.
ks08	0	*	Every student, who attended that party, had one good times.
ks08	1		No student which that had scored 80 or much in exam have been ever failed.
ks08	0	*	No student, which what had scored 80 or much exam, have been ever failed.
ks08	1		Contestant had won the first prize, is judge brother-in-laws, had sung dreadfully.
ks08	0	*	Contestant, which what is judge's brother--, who had won the first prize law had sung dreadfully.
ks08	1		He is laughing last laughs best.
ks08	1		Himself which what is without the sin among y'all, is letting him is casting the first stone.
ks08	1		Who-who is believing that would one day meet?
ks08	1		Which celebrity is mentioning that ran?
ks08	0	*	Who-all is believing claim that had never met?
ks08	0	*	Which celebritys did mentioned facts that had ran?
ks08	1		Knife which threw it sea having the golds handle.
ks08	1		Knife that had thrown into sea had had golds handle.
ks08	1		Knife, that what thrown sea had golds handle.
ks08	0	??	Knife, that threw it sea had golds handle.
ks08	1		Bill had cooked supper and have washed dish.
ks08	0	*	What-all is Bill cooking and are washing a dishes?
ks08	0	*	What-all are Bill cooking supper and wash?
ks08	1		He had refuted that proof that y'all cannot square.
ks08	0	*	What-all himself refuting proof that y'all cannot square?
ks08	1		Have met someone which what is knowing professor.
ks08	0	*	Which professor it met someone who knows?
ks08	1		That meets that professor is like extremely unlikely.
ks08	0	*	Who-all is that meets real unlikely?
ks08	1		Had bought John book.
ks08	1		John wondered would who win game?
ks08	0	*	What-all John wondered who-all would win?
ks08	1		What-all getting impression that problem really had been?
ks08	1		This paper that does we really gotta find linguist who understands.
ks08	0	*	Which rebel leader are hearing Cheney's that rumor those CIA assassinate?
ks08	1		Students are entering high-level educational institutions might face many problems relating to are studying habits.
ks08	1		The fellow student had seen this felt like sorry for Miss Kim and have offered her hi own book.
ks08	1		Expert all are agreeing that dreams are causing great anxiety and streses are called nightmares.
ks08	1		Victims of earthquake their property have been destroyed in disaster have been gave temporary housing by government.
ks08	1		This book which Does I gotta read.
ks08	1		Person whom-all intend to speak with agreed to reimburse us.
ks08	1		Motor that Martha thinks it that Joe had replaced costs thirty dollar.
ks08	1		Official to had loaned money whom has been indicted.
ks08	1		A man on whose-whose lap a is sitting them is ventriloquist.
ks08	1		Just of which finished that final exam that result can find it out next week.
ks08	0	*	What-all Herb starting to play only after had drunk?
ks08	0	*	Who-who Herb believing claim that what had cheated?
ks08	0	*	What-what to you was that Vikings eaten the real surprise?
ks08	0	*	What-all are meeting someone is understanding?
ks08	1		The all-the-genes-in established fact that scientists now the human body is still not like widely known.
ks08	1		Facts that scientists used the most latest technologys to verify were reporting at the recent conference.
ks08	1		Ignored suggestion that Lee maked.
ks08	1		Have ignored that suggestion that Lee had lied.
ks08	1		Have denied claim that had advanced by ourself.
ks08	1		Have denied that should report only us claim.
ks08	1		Hotel where stays it is being remodeling.
ks08	1		Day when Jim got fired it for everyone was the sad day.
ks08	1		John is like tough to persuade.
ks08	1		John had made it clear that will finish times.
ks08	1		Is John that met last nights in that park.
ks08	1		Am wondering whom-whom Sandy is loving.
ks08	1		This on whom is politician Sandy is relying.
ks08	1		Is like hard to love.
ks08	1		Is like easy to please John.
ks08	1		John is like easy to please.
ks08	0	*	To please John is like eager.
ks08	0	*	Is like eager to please John.
ks08	1		John is like eager to please.
ks08	1		To please John is like tough.
ks08	1		It is like tough to please John.
ks08	1		John is like tough to please.
ks08	0	*	To please John is like ready.
ks08	0	*	Is like ready to please John.
ks08	1		John is like ready to please.
ks08	1		Kim is like easy to please.
ks08	1		Kim is like eager to please.
ks08	1		This doll is like hard to see.
ks08	1		That child is like impossible to teach.
ks08	1		Problem is like easy to solve.
ks08	0	*	This doll is like hard to see.
ks08	0	*	That child is like impossible to teach her.
ks08	0	*	Problem is like easy to solve question.
ks08	1		John is like eager to examine that patient.
ks08	1		John is like eager to find the new home.
ks08	0	*	John is like eager to examine.
ks08	0	*	John is like eager to find.
ks08	1		This theorem take only five minute to prove.
ks08	1		This theorem would in 1930 take only five minute to establish that himself had proved.
ks08	1		This scratch would cost Kim $500 to fix.
ks08	1		This $500 bribe would costing governments $500,000 to prove that Senator Jones have accepted.
ks08	0	*	Kim is like eager to recommend.
ks08	1		Who-all Kim eager to recommend?
ks08	1		This sonata on this piano is like easy to play.
ks08	1		Which piano this like sonata easy to play?
ks08	1		That dogs bark is annoying persons.
ks08	1		Annoys persons which what dog barks.
ks08	1		Why had told him is like unclear.
ks08	1		It is like unclear why had told him.
ks08	1		to leave so soon would be the inconvenience.
ks08	1		Would be the inconvenience to leave so soon.
ks08	1		It will be the inconvenience for y'all to leave it so soon.
ks08	1		That Dalai Lama claim Tibet independence disturb the Chinese government.
ks08	1		Disturb the Chinese governments that Dalai Lama claim Tibet independences.
ks08	1		Am believing problem to be like obvious.
ks08	0	*	Am believing that that problem isn't like easy to be like obvious.
ks08	1		Am believing to be like obvious that that problem is not like easy.
ks08	1		No for the return of my subscription think unreasonable to ask.
ks08	1		're not in the same office finding it streses being.
ks08	1		That have come early have surprised me.
ks08	1		It surprising me that come early.
ks08	0	*	Have Surprised me that y'all have come early.
ks08	1		That Chris have known answer had occured Pat.
ks08	1		To Pat occurred that Chris knowed that answer.
ks08	1		Really is freaking me out that have invaded Iraq.
ks08	1		That have invaded really are creeping me Iraq out.
ks08	1		That have invaded really are freaking me Iraq out.
ks08	1		Really is biting that have invaded Iraq.
ks08	1		That Fido barks annoying me.
ks08	1		Man came into that rooms that no one knew it.
ks08	1		The man had come into rooms with blond hairs.
ks08	1		Have read book vacation which have been wrote by Chomsky.
ks08	1		Ray had found a outcome frustrating.
ks08	1		Ray had found frustrating that hi policies have made little poverty impact.
ks08	0	*	Have made to settle my objective matter.
ks08	1		Make my objective to settle matters.
ks08	1		Have made settlement of matters my objective.
ks08	0	*	Am owing that jury had acquitted me to y'all.
ks08	1		Am owing to y'all that jury acquited me.
ks08	1		Owing my acquittal to y'all.
ks08	1		Am believing strongly that world is like round.
ks08	0	*	Am believing that a world is like round strongly.
ks08	1		Are their teaching materials that 're using.
ks08	1		What-all 're using are their teaching materials.
ks08	1		Their teaching materials are what-what using.
ks08	1		Are using their teaching materials.
ks08	1		It from him was that man that bought the articles.
ks08	1		It had been then that had felt the sharp pain.
ks08	1		To the student was that the teacher gave the most good advices.
ks08	1		It had been not until have been perhaps twenty-five or thirty am reading and have enjoyed them that.
ks08	0	*	Was to finish that homeworks that John tried it.
ks08	0	*	Is that Bill is like honest that John is believing.
ks08	1		From Easter holiday 's the second Monday that get back.
ks08	1		It had been girl which that had kicked ball.
ks08	1		Itare mainly her attitudes which that had convinced teacher.
ks08	1		What-all are wanting is the little greenhouse.
ks08	1		What-all's actually happening in London at that moments is like immensely exciting.
ks08	1		What-all is to come in this document.
ks08	1		What-all  always tend to do at home is to do my own stretches.
ks08	1		What-all have meant have been that have done really well.
ks08	1		What-what had happened is have caught one license her.
ks08	1		What-what that gentleman had seemed to be asking is how policys would have differed.
ks08	1		Insensitive is how would describe him.
ks08	1		In the early mornings is when do my best researchs.
ks08	0	*	Are Wearing that is what-what y'all do.
ks08	0	*	Have caught him the license is what-all had happened.
ks08	0	*	That do really well is what-what have meant.
ks08	1		That's when am reading.
ks08	1		That had been why herself had looked like so nice.
ks08	1		That's how do.
ks08	1		Thatwho with over Christmas 's have played.
ks08	1		What-what have heard have been explosion.
ks08	1		It was explosion that y'all heard it.
ks08	1		What-what should do are orders one first.
ks08	0	*	Are orders one first that should do first.
ks08	0	*	Orders one first are what-what y'all should do.
ks08	1		It had been not until have been perhaps twenty-five or thirty that have read them and have enjoyed them.
ks08	0	*	When am reading them and enjoy them isn't until I was perhaps twenty-five.
ks08	0	*	Not until have been perhaps twenty-five have been when have read and have enjoyed them them.
ks08	1		's writer that gets so involved.
ks08	0	*	That gets so involved is writer.
ks08	0	*	Writer is that get so involved.
ks08	1		And it were these matters on which consulted with chairman of Select Committee.
ks08	0	*	On which consulted with chairman of Select Committee were these matters.
ks08	0	*	These matters were on which consulted it with chairman of Select Committee.
ks08	1		What-what eat is apple.
ks08	1		What-all are using are their teaching materials.
ks08	1		Student who gotten A in clases was too happy.
ks08	1		One that which break window was Mr. Kim.
ks08	1		Getting what-all did he want.
ks08	1		Put moneys where told him to put.
ks08	1		Concert had started when bell had rung.
ks08	0	*	Lee is wanting to meet who-who Did Kim hire.
ks08	0	*	Lee had solved that puzzle how Kim had solved.
ks08	0	*	Which book had read book had been that one.
ks08	1		Eat what-all John eat.
ks08	1		Ate apples.
ks08	0	*	Have given that cake whom John.
ks08	0	*	That bringed letter Bill.
ks08	1		This is how had done.
ks08	1		This is why had come early.
ks08	1		Types B: on whom is Bill John is relying.
ks08	1		It had been then when all have gone to bed.
ks08	0	*	John that are looking it for showed up.
ks08	1		From Easter 's those second Monday that get back.
ks08	1		In 1997 was when IN introduced the alien registrations receipts card.
ks08	1		Is Uncle John whose address I have lost.
ks08	0	*	Is Kim on that whom Sandy is relying.
ks08	0	*	It on whom is Kim Sandy is relying.
ks08	0	*	Is Kim whom-whom Sandy is relying.
ks08	1		Had been a director that is wanting to meet.
ks08	1		Was director that said them is wanting to meet.
ks08	1		Had been director that am thinking had said is wanting to meet.
ks08	1		Am wondering who-all had been who-all had seen you.
ks08	1		Am wondering who-all had been saw.
ks08	1		Am wondering which pocket had been that Kim hidden jewels.
ks08	1		Who-who are thinking is that Mary meet?
ks08	0	*	To whom y'all think is book that Mary had given?
ks08	1		Is like difficult for to concentrate the calculus.
ks08	1		For to concentrate the calculus is like difficult.
ks08	1		The Calculus is like difficult for to concentrate on.
ks08	1		Being like lovely to look has its advantages.
ks08	1		Letters to Grandma are like easy to help childs to write.
ks08	1		Was to that decide to take patient Boston.
ks08	1		It had been the great deal the regret that have vetoed your proposal.
ks08	1		On this couch was Tom who-who spilt beers.
ks08	1		It Martha whose works critics would praise it.
ks08	1		On whom was John sheriff placed blames.
ks08	1		Have wondered who-who had been saw.
ks08	1		Was wondering in which pocket had been that Kim hid jewels.
ks08	0	*	On Kim on whom is Sandy is relying.
ks08	1		Had Been it that this have suffered and toiled?
ks08	1		Who-who had been it who-who had interviewed you?
ks08	1		Am believing to be her father had been like primarily responsible.
ks08	1		I am believing that it should be switch that is like defective.
ks08	1		Tom had eaten what-all Mary had offered to her.
ks08	1		Am wondering what-all Did Mary offer to him.
ks08	1		What-all Mary had offered to her is like unclear.
kl93	1		No have any potatos.
kl93	0	*	Have any potatos.
kl93	1		At most three girls have seen anything.
kl93	0	*	At least three girl have seen anything.
kl93	1		Every girl that what had seen anything had been like happy.
kl93	0	*	Some girl who had seen anything had been like happy.
kl93	1		Any owl hunts mouses.
kl93	1		Any lawyer could telling you that.
kl93	1		Would dancing anybody.
kl93	1		Almost every lawyer could answer that question.
kl93	1		Almost no lawyer can answer that question.
kl93	1		Almost any lawyer could answer that question.
kl93	0	*	Don't having almost any potatos.
kl93	1		Would with Mary or Sue dance.
kl93	1		Mary or Sue could tell y'all that.
kl93	1		You have dry socks, isn't it ? are claiming.
kl93	1		Perhaps some dry socks would help?
kl93	1		Owl hunts mouses.
kl93	1		Generics are allowing exceptions.
kl93	1		Poodle is giving live birth.
kl93	1		Every poodle is giving live birth.
kl93	1		No have potatos.
kl93	1		Every man has match is like happy.
kl93	1		Every man which what has any match is like happy.
kl93	1		Could make some French fries?
kl93	1		Why aren't making some French fries?
kl93	1		Like prepared schools the tomorrow?
kl93	1		And then all owl on a mice hunt go.
kl93	1		If are taking the dry match and are striking , is lighting.
kl93	1		At three teacher assigning homeworks.
