index	sentence1	sentence2	label
959	"An official Abyan polouses, where 16 Western tourists are being held it yesterday, announced that hostages are held by the Yemeni ""Islamic Jihad"" group, which demanding release its leader and lifting embargo Iraq."	"Yemen branch of the ""Islamic Jihad"" group, kidnapped the 16 Western tourists."	entailment
960	"Published Date:  06 April 2009  Carrie Underwood was named Entertainer Year the Academy Country Music Awards US.  The former American Idol winner was the first female act win honour Dixie Chicks 2000. ""I've had a lot good moments the past four years. This one is taking cake,"" the tearful 26-year-old said.   ""Are Thanking you God, are thanking you fans, are thanking you ACM nominating me the first place. I never thinked I'd be nominated and never thinked I'd win. I'm shaking. I amn't knowing what say."""	Carrie Underwood winned the second prize the Academy Country Music Awards.	not_entailment
961	Philip Morris said it selled 201 bn cigarettes world-wide during quarter.	Philip Morris said it sold 201 billion cigarettes worldwide the third quarter 1994.	not_entailment
963	"He said that ""there are evidences that Cristiani was involved in murders of the six Jesuit priests"" which occurred on 16 November in San Salvador."	Cristiani killed six Jesuits.	not_entailment
964	Political leaders pledged that constructions of the so-called Freedom Tower -- which is coming to rise 1,776 feet into airs and be world's tallest building -- will be finished on schedules by end of 2008.	Freedom Tower is coming to be world's most tallest building.	entailment
965	Israeli scientists predict world's coral reefs could begin collapse as little as 30 years now. Studies show oceans becoming increasingly acidic as they soak up manmade emissions carbons dioxide. Hebrew University Jerusalem researchers say this is coming to make it difficult for many coral organismses produce skeletal and other hard parts. team's works corals Red Sea suggest a tipping point will be reached between 30 and 70 years.  Then forces erosions eating away corals is coming to outstrip organismses' ability make reefs.	The coral organisms are endangered by acidification oceans.	entailment
966	In announcing plans today prepare nation for combating a future worldwide wave of birds flu, President Bush used vocabularys and tactics that are familiar from his confrontation with global terrorisms.	Bush support global terrorisms.	not_entailment
967	Prime Minister Mahmoud Abbas already offered ' hand of peaces' to Israel after his landslide victorys in Sunday's presidential election.	Mahmoud Abbas have claimed victorys the presidential elections.	entailment
968	Mr Fitzgibbon expects some of the 17,000 additional US troops heading for Afghanistan is coming to bolster Australian forces operating in the dangerous Oruzgan province in souths. defences minister was planning raise issue specifically with US Defence Secretary Robert Gates. He already holds talks with US central commands chief General David Petraeus and director of Central Intelligence Agency (CIA) Leon Panetta. General Petraeus discussed the new US strategys for Afghanistan and troop surge in which an extra 17,000 troops will be deployed it in the southern provinces where Taliban insurgents am most active.	David Petraeus is director CIA.	not_entailment
970	Nigeria were culprit so far, preventing world from being completely polio-free.	Polio is under controls in world.	not_entailment
971	City officials fired captain of the crashed Staten Island ferry.	Staten Island ferry captain already refused talk investigators.	not_entailment
972	"The other hand, article, ""Fiction and Facts Drug Legalization"", Joseph Califano identify possible social problems that could occur a result marijuana being decriminalized any form, whether for medical purposes or for recreational use."	Drug legalization has benefits.	not_entailment
973	Ordonez Reyes accused Jose Jesus Pena, alleged chief of security for the Nicaraguan embassy in Tegucigalpa, of masterminding the January 7th assassination of contra-commander Manuel Antonio Rugama.	Manuel Antonio Rugama was killed by Jose Jesus Pena.	not_entailment
975	Most Pacific countries there are too few women parliament.	Womans are poorly represented in parliament.	entailment
977	Three nurses one Vienna's oldest hospitals have been arrested suspicions killing 35 patients.	Three Vienna nurses are under suspicions for killing patients.	entailment
978	El Nino is so named because effects of the warmer waters off Peru are usually noticed near Christmas times.	El Nino is named Peru.	not_entailment
979	Floods were exceptional since they affected an extensive area Europe UK Spain and as far east Black Sea coast. Economic losses amounted EUR 9.2 bn Germany, EUR 2.9 bn Austria and EUR 2.3 bn Czech Republic. Total economic damage is exceeding EUR 15 bn.	Flooding Europe is causing major economic losses.	entailment
980	The first half 1997 is a year considerable progreses East Timor the international arena. April, a majority members UN Commission Human Rights voted support a strong resolutions East Timor, criticising the Indonesian governments its lacks progreses human rights East Timor and calling concrete steps be took address the continuing violations.	Guerrillas are increasing activity in East Timor.	not_entailment
981	"Lucinda Creighton has claimed that persons to resent her being ""overambitious"" and ""in too much a hurry"" climb the political ladder. The outspoken Fine Gael deputy was speaking after a heated exchange Enda Kenny led her walking a parliamentary party meeting last week. Creighton, which 29 is already acknowledged it a potential future leader Fine Gael, slammed detractors which see her rapid succeses a ""negative"" lights -- and believes her friend and colleague Leo Varadkar have suffered the same fates. Speaking run up Fine Gael Ard Fheis, Ms Creighton also rejected suggestions which surfaced last week that she is saw a 'loose cannon' party.  ""I certainly don't regard myself a loose cannon. I'm absolutely part Fine Gael team,"" she said."	Lucinda Creighton is leader of a parliamentary party.	not_entailment
982	"Last Saturday I was thrilled read about a schools in Co Antrim which has introduced study of philosophys for students of four years of ages and upwards. According to both teachers and parents, benefits are felt far beyond classroom, ""not just in terms of increased confidence, motivations and ability, but in a heightened respects for the differing views of others"". In 1999, I walked through gates of Trinity College enrol as an undergraduate in philosophys department. I had just returned home from years living in another city; I was recently married, unemployed and had been diagnosed with a mental illness I didn't quite believe I had. I wasn't sure if I could cope."	Trinity College was founded in 1999.	not_entailment
983	They're being forced live on crumbs, so nuns at a Hollywood convent famous for its pumpkin breads warning that they may have slice up place for development. threat of a shutdown of the 75-year-old Monastery of Angels below Hollywood sign prompts neighbors and supporters mount a campaign save the four-acre religious retreat. volunteers are saying they may turn to nuns' moist and fragrant pumpkin breads help are making up a cashs shortfall that slashes monastery's operating budget by much than 70%.	Monastery Angels was founded 75 years ago.	entailment
984	He also developed a breaths test that could detect sulfurs compounds emitted H. pylori.	H. pylori produce sulphur compounds.	entailment
985	Two men have been charged with starting Zaca Fire, the second-largest wildfire in historys of California. fires are continuing burn through Los Padres National Forest, and have consumed a total of 240,000 acres, having started on July 4. However, fires are now under controls, and is expected be contained by September 4. Jose Jesus Cabrera of Santa Ynez, 38, Santiago Iniguez Cervantes of Santa Maria, 46, and companys of Rancho La Laguna, whom they worked for, have all been charged with six counts of felony in relation to starting fires.	Cabrera and Cervantes are accused having caused Zaca Fire.	entailment
986	Brazil, Australia and Thailand argued that EU, one of world's largest exporters, broke WTO farm rules by exceeding limits on exports subsidies laid down under WTO's 1994 Agreement on Agriculture.	The three countries argued that UE, one the greater exporter world, infringed rules OMC when exceeding limit subsidies exports indicated Agreement Agriculture OMC 1994.	not_entailment
987	Publishing a series cartoons Prophet Mohammad a Copenhagen newspaper sparked a string harsh and in some places violent reactions Middle East, forcing European leaders try calm situation. This backlash started late September 2005, when the Danish newspaper Jyllands-Posten published a dozen cartoons depicting Prophet Mohammad. images ranged serious comical nature; a particularly controversial cartoon is portraying Mohammad a bomb wrapped his turban. The Jutland-based newspaper is stating that images were meant inspire some level public debate image Islam Europe, and had no direct aim offending anyone.	Jyllands-Posten is published Copenhagen.	entailment
988	National Park Trust identified 20 high-prioritys sites - Blue Ridge Parkway North Carolina and Virginia and Everglades National Park Florida - areas private propertys that could be sold.	Everglades National Park is located in Florida.	entailment
989	Worldwide, child labors are most prevalent in the agricultural sector, where childs are widely used as day laborers. Working long hours, childs working in agriculture are often exposed to harmful pesticides, dangerous machinery, backbreaking loads, and many other hazardous conditions.	Child labors are widely used Asia.	not_entailment
990	"Mr Lopez Obrador, who losed July presidential election by less than one percentage point, declared himself Mexico ""legitimate"" president."	Mr Lopez Obrador isn't loosing the presidential election July.	not_entailment
991	Ceasefire declaration by Liberation Tigers of Tamil Eelam (LTTE) and its immediate rejection by governments have emphasised starkness of situation in which guerrilla group finds itself, 37 years after first taking up arms for cause of a Tamil homeland and 26 years after start of all-out war. Masters of communications, Tigers were quick disseminate their message to journalists all over Colombo and overseas, too. But to many it seemed like a cry of desperation from the losing side.	Liberation Tigers Tamil Eelam is a guerrilla group.	entailment
992	"THE French justice minister who returned works five days having a baby, only lose her job, launched a political comeback last week, letting it be known that she is coming to run mayor Paris. Rachida Dati, 43, long seen President Nicolas Sarkozy's favourite ""Sarko-zettes"" - his womans ministers - lost his confidence and was ordered leave cabinet and instead are running the European parliament. She used launch her party's European election campaign deny she were a Sarkozy creations and add gravitas the ""bling-bling"" image attached her since she posed a £15,000 Christian Dior dress a fashions gala."	Rachida Dati has Moroccan origins.	not_entailment
993	Airline now flew under name Sabena - Belgian World Airlines.	Sabena is an airline.	entailment
994	The curious Belgian compromises weed have some logics, even a countrys which says it wants reduce drug use. Surveys show that as many as 40 percent countrys's 10 million population experienced cannabis and the Dutch border an hours away most population, some liberalisation already experienced inevitable.	Persons can legally have 40 grams cannabis their possessions.	not_entailment
995	Dow Jones Industrial Average closed at its lowest level in over six years on Thursday, having lost 1.16%, or 89.68 points, bringing it to a level of 7,465.95. It had, at one point, set an intraday bear market low of 7,447.55. It was the lowest ending for index since October 9, 2002. Dow fell almost fifteen percent since start of this year.	Dow Jones have gained points.	not_entailment
996	Crude oils prices shooted new highs yesterday as markets reacted a threat Russian authorities shut down most productions those countrys's largest oils companys	Crude oils prices are rising.	entailment
997	Sioux Ghost Shirt was a feature of Glasgow's Kelvingrove Museum for more than 100 years before being repatriated to its lands of origin.	A Sioux ghost shirt was returned by a Scottish museum.	entailment
998	Romano Prodi is coming to meet US President George Bush his capacitys president the European commissions.	George Bush is president European Commission.	not_entailment
999	"Dr Raynard Kington, of US National Institutes of Health, which funded researchs, said: ""These findings are establishing that genetic factors are playing a strong role in autism spectrum disorder (ASD). ""Detailed analysis of genes and how they are affecting brain development are likely yield better strategies for diagnosing and treating children with autism."" People with ASD, which is including autism and Asperger syndrome, have problems with social interaction, poor communications skills and are tending engage in repetitive behaviours."	ASD include diseases such autism and Asperger syndrome.	entailment
1000	Felipe González Márquez (bore March 5, 1942) is a Spanish socialist politician. He was General Secretary Spanish Socialist Workers Party (PSOE) 1974 1997.	Felipe González is President Spain.	not_entailment
1001	1973, United States and Communist China agreed establish liaison offices Beijing and Washington.	Communist China are an organisations based Beijing and Washington.	not_entailment
1002	1999, Victor Conte was sent two vials a new drug by a chemist he knew and so he started giving it to some his clients. Including is saying Conte, one Americas most iconic sportswomen, Marion Jones, who was coming compete the 2000 Sydney Olympics.	Sportswomen have been suspected of doping.	not_entailment
1003	It would force countries in region choose between United States and Japan -- or maybe between Japan and China . And it would collapse whatever promise the newly born Asia Pacific Economic Cooperation (APEC) holds as a vehicle assure American commercial acceses to the booming Pacific markets . risk all of this in name of a flawed concept is foolish . This is not deny Administration 's understandable frustrations with a persistently huge Japanese trades surplus.	APEC is the newly born Asia Pacific Economic Cooperation.	entailment
1004	June 28, 1997, what would become known bite fight, Mike Tyson bit Evander Holyfield's ear, purportedly retaliations Holyfield headbutting him.	Mike Tyson bit Evander Holyfield's ear on June 28, 1997.	entailment
1005	Documents commented by magazine date of April 25, 2002, epoch in which the Brazilian president was Fernando Henrique Cardoso.	The Brazilian President is Luiz Inácio Lula da Silva.	not_entailment
1006	GM established grounds for suspicions of industrial spying by presenting affidavits from its employees. aims are coming to be determine if VW's project was copied from GM data - essential if industrial espionage is be proved.	There was an industrial espionage case involving GM and VW.	entailment
1007	Passions surrounding Germany's final match the Euro 2004 soccer championships turned violent when a woman stabbed her partner head because she didn't want it watch game television.	A woman passionately wanted watch soccer championship.	not_entailment
1008	Franz Liszt (Hungarian: Liszt Ferenc) was a Hungarian/Austrian virtuoso pianist and composer who lived 1811 1886. Liszt is widely considered be one the greatest piano virtuosis all times, and certainly the most famous the nineteenth century.	Franz Liszt lived from 1811 to 1886.	entailment
1009	Polish-bore Pope John Paul II, credited for inspiring Poland's returns to democracys after more than 40 years of communism, is expected dedicate churchs during his visit next summer.	Pope John Paul II was bore in Poland.	entailment
1010	Conservationists are fearing that one Namibia's most precious resources, its abundant wildlifes and especially its threatened black rhinoceros, is facing a major menace poaching.	Africa, rhinos are seriously endangered poaching.	entailment
1012	French is mother tongue of 80.9 percent of Québeckers, while 7.8 percent is citing English as their mother tongue.	French is the most widely spoke language Québec.	entailment
1013	Witnesses of genocides attacks on minority Tutsis in Rwanda are being singled out for execution by extremist Hutus in refugee camps in southwest Rwanda, a U.N. spokesman said in Kigali, capital.	The Hutu and Tutsi groups fighted Rwanda.	entailment
1015	In 1932 he joined the then illegal Communist party and held high governments and party posts from 1942, becoming home secretary in 1948, when Communist party took controls in Hungary.	Communist controls in Hungary ended in 1948.	not_entailment
1016	"Experimenting a raft anchored river Elbe, Alfred Nobel tries make nitroglycerine more safer handle. Finds that additions kieselguhr turn nitroglycerine a doughs that can be kneaded, and calls it ""dynamite""."	Alfred Nobel is inventor of dynamites.	entailment
1017	A.S. Roma suffered their second home defeats campaign, a 3- loses 10-man Siena.	Siena was beaten by A.S. Roma.	not_entailment
1018	Athletics' governing body, IAAF, last week cleared Ottey accusations steroid use and lifted a two-year ban after their arbitration panel said the IOC-accredited lab Lausanne improperly tested Ottey's urine sample.	Sportswomans have been accused of doping.	not_entailment
1019	Security preparations kept protestors bay the recent G8 Summit Sea Island (USA).	Demonstrations against G8 Summit took place at Sea Island bay.	not_entailment
1020	But most Israelis, that sympathetic settlers' efforts reclaim all territory that was part the biblical Land Israel, reacted horrors Hebron killings and the subsequent violences.	Hebron is located 20 miles south Jerusalem.	not_entailment
1021	More than 1,500 persons died when Titanic sank 1912.	Titanic sank 1912.	entailment
1023	"Les Paul, which continues perform weekly New York Iridium Jazz Club, finishes recording ""Les Paul & Friends."""	Iridiums Jazz Club is located New York.	entailment
1025	When Berlin Wall falled early November, 1989 Berlin's east and west sections were rejoined create the third-largest city Europe , a population about 3 million.	Berlin Wall was tore down in November, 1989.	entailment
1026	India and Pakistan agrees release hundreds fishermans and other civilians each other jails, a goodwill measure that come part a peaces process the two countries.	India and Pakistan decides free hundreds of civilian prisoners in each others jail.	entailment
1027	"Wikipedia founder Jimmy Wales has been accused editing pages encyclopedia returns a donation Wikimedia  Foundation. an article published Tuesday, Sydney Morning Herald reported that former Novell computer scientist Jeff Merkey alleged Wales had made  edits his article his behalf, exchange a donation Wikimedia Foundation. newses hit website Slashdot later Tuesday, where incident was dubbed ""DonorGate""."	Readers of online encyclopedias can edit contents.	not_entailment
1028	Moog synthesiser, which is bearing his name, revolutionised musics from 1960s onwards, and was used by bands like Beatles and Doors.	Moog's instruments were used by Beatles and Doors others.	entailment
1029	With half vote counted, ANC has 66% vote. Its nearest rival, Democratic Alliance, has 16%, while ANC splinter-group Congress People is trailing 8%.  results is coming to see ANC leader Jacob Zuma elected President South Africa when National Assembly is reconvening May.  Provincial elections are also being held, and so ANC is looking likely lose powers province Western Cape Democratic Alliance. This is coming to be the first times an oppositions party have won controls a provincial parliament end apartheid.  election campaign has focused crimes, povertys, and suitability Zuma be President. Zuma was acquitted rapes 2006, and so corruption charges him were withdrew shortly election after prosecutors finded charges had been politically motivated.	Jacob Zuma is leader of ANC party.	entailment
1030	Report, released by U.S. Substance Abuse and Mental Health Services Administration, compared substance abuses statistics their latest survey, 2004, statistics collected 2002. It was based interviews more than 135,000 people. Nationwide, rate underaged drinking remained basically unchanged, but still California, it rised 15.28 percent California children 12 and 17-years-old who said they had consumed alcohols the previous month 2002, 16.81 percent who said they had 2004. Binge drinking, defined drinking five or more drinks the same occasion (i.e., the same times or within a couple hours each other) at least one day the past 30 days, was reported by 10.27 percent kids 2004, up the 9.16 percent who said they binged 2002.	Persons are likely start smoking tobaccos when young.	not_entailment
1031	Witching hours passed and so Potter fans poured bookshops world Saturday, snatching up copies the latest instalment series that promises be the fastest-selling book historys.	Potter fans rushed to tills in orders purchase book.	entailment
1033	The Japanese invasion Manchuria 1931 and their eventual attack China 1937 also lead vast areas China not being Chiang controls.	Japanese seized Manchuria in 1931, and began a war against China in 1937.	entailment
1034	Titanic sank in 1912 after striking an iceberg on its maiden voyage from Southampton, England, to New York.	Titanic sank 1912.	entailment
1035	I've always said he's most closest I is coming to ever come meeting Gandhi, he's simply unmoved by any obstacle or any argument, said Bill Clapp, an heir Weyerhaeuser fortune and founder Global Partnerships, a Seattle microfinance group that has partnered Grameen Central America.	Bill Clapp is founder Global Partnerships.	entailment
1036	Philippine Stock Exchange Composite Index rised 0.1 percent to 1573.65.	Philippine Stock Exchange Composite Index dropped.	not_entailment
1039	Like the corporate logos, ear is a representation, in mouth-watering chocolates, a delicious reminder of the infamous boxing incident in 1997, when an enraged Mike Tyson bit Holyfield's ear.	Mike Tyson bit Holyfield's ear 1997.	entailment
1040	Medicare is coming to select by lottery 10 percent of that who apply by Aug. 16 begin receiving benefits starting Sept. 1.	Medicare is coming to choose 10 percent of applicants receive benefits by Aug. 16.	not_entailment
1041	It have been nearly 27 years Nicole, then a high schools student Saarland extreme western Germany, sang a heartfelt plea world peaces stage Eurovision Song Contest held Harrogate, North Yorkshire United Kingdom. That simple message was wrapped succeses; she became the first German Contest historys take home the grand prize. song was a brainchild her former record producer, Ralph Siegel, and would be their greatest achievement their nearly three-decade partnerships.	Nicole won Eurovision Song Contest.	entailment
1042	Binge drinking young womans is rise, bringing it a number healths consequences, fetal alcohols syndrome.	Young womans binge drinking much, which can lead to healths risk of fetal alcohols syndrome.	entailment
1043	New researchs show there has been a sharp increase disfiguring skin cancers, particularly women ages 40, providing more evidences that young people not heeding warnings dangers tanning.	Tanning may cause skin cancers.	entailment
1044	A course days, bank went apparent strengths bankruptcy. Barings was Britain's oldest merchant bank. It had financed the Napoleonic wars, Louisiana purchase, and Erie Canal. Barings was Queen's bank.	Barings was Britain oldest merchant bank.	entailment
1045	Trip was already did what he n't done what many troops is feeling have been too long - visiting thousands servicemen and women fighting a war southern Afghanistan.	Servicemen and womans fighting a war in southern Afghanistan.	entailment
1047	Others are arguing that Mr. Sharon should have negotiated Gaza pullout - both obtain at least some written promises better Palestinian behaviors, and provide Mr. Abbas a prime prize show his people that diplomacy, not violences, delivered Gaza.	Mr. Abbas is a member of the Palestinian family.	not_entailment
1048	Arroyo was favorite of investors because of her experiences as a trained economist and governments manager.	Arroyo have experiences an economist and as a governments manager.	entailment
1049	Polio is no longer a serious healths problem persons living the developed nations, such United States, Germany, or France.	Polio is controls world.	not_entailment
1051	1962, Armstrong was transferred astronaut status. He served commands pilot the Gemini 8 mission, launched March 16, 1966, and along David Scott, performed the first successful docking two vehicles spaces mating his Gemini 8 an uninhabited Agena rocket.	Neil Armstrong was the first man which landed on Moon.	not_entailment
1052	"Referring the April 2 car bomb explosion perpetrated Santa Tecla, FMLN-FDR claimed responsibility attack a communique, and said that it was ""an action aimed straight police"" and that ""they are regretting death a civilian,"" but they are not mentioning compensation relatives."	A civilian was killed by a car bomb.	entailment
1053	Warrington-bore Chris Evans are denying he went wild, quitting Radio 1 1997 and later being sacked by Virgin Radio not turning up works a five-day drinking binge.	Virgin Radio was employer Chris Evans.	entailment
1054	Pentagon rejecting demands Kyrgyzstan pay the past use Manas airs base, a key military facility US aircraft flying missions Afghanistan.	Manas airs base is located Kyrgyzstan.	entailment
1055	Earlier this year, 78 local, state and federal agencies taked part in a chemical attack drills, called Rotunda Thunda, at Las Vegas Convention Center and Strip.	A chemical attack took place Las Vegas Convention Center and Strip.	not_entailment
1057	In 2003, Yunus brought microcredit revolutions to streets of Bangladesh support much than 50,000 beggars, whom Grameen Bank respectfully is calling Struggling Members.	Yunus supported much than 50,000 Struggling Members.	entailment
1059	In United Kingdom, Carphone Warehouse, Celebrity Big Brother sponsor, pull out after some of reality TV show contestants were accused of racisms, with which companys did not want be associated. Perfume Shop announces they is coming to withdraw perfume Shh... of Jade Goody, one of contestants accused of bullying with a racist undertone. Motorcycle insurance companys Bennetts unilaterally terminated its deal with former Miss England Danielle Lloyd front an advertisement campaign.	Jade Goody is a contestant Celebrity Big Brother.	entailment
1060	"He is professor of theater and dramas at Loyola University and director of Wilson's ""Two Trains Running,"" now onstage at Pegasus Players."	Two Trains Running was wrote by Wilson.	entailment
1061	Iraq representative United Nations, Nizar Hamdoun, announced today, Sunday, that thousands persons were killed or injured the four days airs bombardment Iraq.	Nizar HAMDOON, Iraqi ambassador to United Nations, announced that thousands of persons could be killed or wounded due to the aerial bombardment of Iraq.	not_entailment
1062	Break the grinding cycle debt and povertys, Yunus loaned $27 Begum and more than 40 her neighbours village Joba. He allowed them pay him back the next year as their businesses started produce stable profits.	Some people in village of Joba received loans from Yunus.	entailment
1063	There are growing evidences that magnesium may be an important factor in the qualitative changes of bone matrix that is determining bone fragility.	Dietary intake magnesium is preventing osteoporosis.	not_entailment
1064	The early hours April 15, 1912, the British luxury liner Titanic sinked North Atlantic Newfoundland, less than three hours striking an iceberg.	Titanic sank 1912.	entailment
1065	Gibbs also said that Obama planned meet Iraqi Prime Minister Nouri al-Maliki, but poor weather Baghdad is meaning that Obama is coming to likely talk the prime minister and Iraqi President Jalal Talibani telephone. American troops are slated leave Iraq August 2010, New York Times reporting that troop levels is coming to continue be high Iraq's federal elections December. Obama told a group university students Turkey that his original opposition war 2003, he realized that troop withdrawal must be did carefully.	Jalal Talibani is friends with Obama.	not_entailment
1066	Putin and Bush say Iran doesn't have evil nuclear ambitions.	Bush and Putin is urging Iran give up nuclear ambitions.	not_entailment
1067	Medieval Christians said rosary Catholics still do today: praying five decades Ave Marias (Hail Marys), each introduced by a Pater Noster (Our Father), while meditating three series five mysteries each.	Christians are praying rosary.	entailment
1068	A Queensland state election coming up Australia, many minor parties and independents is coming to be looking hold balances powers and making the major parties to listen what it have say. Patrica Petersen are one independents. Wikinews reporter Patrick Gillett holded an exclusive emails interview Ms Peterson, candidate the electoral district Bundamba.	Patrica Petersen was brought up Bundamba.	not_entailment
1069	Only 18 states, Massachusetts, have specific provisions that allow womans who quit their jobs to domestic violences qualify UI.	18 states have provisions that is permitting women which quit their jobs because of domestic violences collect unemployment insurance.	entailment
1070	Suncreams designed childs could offer less protection than they claim bottle.	Suncreams designed children protect level they advertise it.	not_entailment
1071	"Meanwhile, a Pushkin-Goethe Festival held recently Moscow observe poets' birthdays (this year is Goethe's 250th), Dmitri Prigov, a post-modernist poet and conceptual artist, took the first line ""Onegin"" (""My uncle - high ideals are inspiring him"") and set it Buddhist and Muslim mantras and Russian Orthodox and Gregorian chants."	Johann Wolfgang von Goethe was bore Germany.	not_entailment
1072	A British Dynamite Company (Ardeer, Scotland, UK) is founded. 1877 companys name was changed Nobel Explosives Company.	Alfred Nobel is inventor dynamites.	not_entailment
1073	Other words, its 2 million inhabitants, Slovenia has only 5.5 thousand professional soldiers.	Slovenia has 2 million inhabitants.	entailment
1074	The first Windows DNA lab Microsoft was established suburban Philadelphia June 1998.	Microsoft was established in June 1998.	not_entailment
1075	"Nancy Grace and others, it just bashed her to end, said Duckett's grandfather, Bill Eubanks, during an interview with Orlando Sentinel. ""She wasn't one anyone ever would have thought of do something like this. She and that baby just loved each other, couldn't get away from each other. She wouldn't hurt a bug."" Grace's spokeswoman called suicides ""a sad development,"" and so Grace herself issued a statement saying, ""I do not feel that our show is blame for what happened to Melinda Duckett."""	Bill Eubanks was Melinda Duckett grandad.	entailment
1076	Durham is 'City Medicine' and home Duke University and North Carolina Central.	Duke University is Durham.	entailment
1077	Mike Wilson, marketings manager at Fanuc Robotics in Coventry, says of improvements in robot performances: 'Our new ARC Mate welding robot, for example, is 30 per cent cheaper in real terms than a similar model three years ago.	Welding is a common use robots auto industrys.	not_entailment
1080	Tropical Storm Arthur is projected weaken tonight, but it is coming to likely regain strength entering Bay Campeche Sunday.The 2008 Atlantic  hurricane season getted off an early start today when a tropical storm formed coast Belize, one day before season officially is beginning. Tropical Storm Arthur formed Saturday afternoon and quick maked landfall Yucatan Peninsula, border Belize and Mexico. Both  countries issued a tropical storm warning peninsula's eastern coastline. the Mexican state Quintana Roo, ports were closed small boats,  water sports were banned, and that living coastal areas were encouraged take precautions.	Tropical Storm Arthur approaching US coast.	not_entailment
1081	Ebola haemorrhagic fever are a fatal diseases caused by a new virus which has no knew cure. When a new epidemic was detected Zaire spring 1995, it was widely perceived a threat West. Public attentions were intense.	Ebola Epidemic breaks out in Zaire.	entailment
1082	The Securities and Exchange Commission new rule beef up independences of mutual fund boards represent an industrys defeats.	SEC's new rule is coming to give boards independences.	entailment
1083	Osaka World Trade Center is the tallest building in Western Japan.	Osaka World Trade Center is the most tallest building Japan.	not_entailment
1086	Shiite and Kurdish political leaders continued talks, Monday, forming a new governments, saying it expected a full cabinet be announced a day or two.	US officials are concerned by the political vacuum and fear that it feeding sectarian tensions, correspondents say.	not_entailment
1087	Shares of Salesforce closed Wednesday at $17.20, more than 50% above their offering price.	Salesforce shares were more than 50% their offering price $17.20.	not_entailment
1088	Me and the duke of Edinburgh are too happy that the Prince of Wales and Mrs. Parker Bowles are marry.	I am delighted and are wishing Prince of Wales and Parker Bowles a happy life.	not_entailment
1089	We ... deploying much persons into Côte d'Ivoire -- polouses, military persons and persons work straight with office of the prime minister Mbeki telled a newses conference in Pretoria.	Mbeki is holding office of Prime Minister.	not_entailment
1090	Quite simply, Tsutomu Yamaguchi is one of the luckiest men in world. This slight 93-year-old with white hairs, which is now largely confined to a wheelchair, was formally recognised last week as one of the tiny handful of people have survived not one but both of the American atomic bombs dropped on the Japanese cities of Hiroshima and Nagasaki in August 1945 - bringing to an end to World War II. Knew in Japan as one of hibakusha - literally 'the explosionaffected people - Mr Yamaguchi had long been recognised as a survivor of the nuclear explosion in his home town of Nagasaki.	Yamaguchi survived two atomic bombings.	entailment
1093	June 2004, top Russian oils producer Lukoil signed a $1 billion 35-year productions-sharing agreement develop Uzbek natural gas deposits.	Lukoil earned $1 billion 2004.	not_entailment
1095	He meeted U.S. President, George W. Bush, Washington and British Prime Minister, Tony Blair, London.	Washington is part of London.	not_entailment
1096	South Korea's deputy foreign minister says his countrys won't change its plan send three-thousand soldiers to Iraq, the kidnapping a South Korean man there.	South Korea continues send troops.	entailment
1097	Mystery Alexander Great tomb still not unravels, and locating burial Alexander are seeming have become an impossible mission archaeologists.	Alexander Great's Tomb is remaining undiscovered.	entailment
1098	The year 538, Cyrus set place a policys which demanded returns the various gods their proper places.	Cyrus issued a declaration 538 that would allow Jews go back their homeland.	not_entailment
1099	Prolonged exposures to UV-B lights can cause sunburn, and there are worries that damages to ozone layer may lead to an increase in incidence of skin cancer.	UV-B light damaging ozone layer.	not_entailment
1100	Leaving Time-Life, Shuker joined Public Broadcast Laboratory, forerunner PBS, and participated two pioneering films -- ' Chair,' an attorney trying save a condemned man, and 'Free Last,' a 90-minutes documentary Dr. Martin Luther King Jr. that chance was being made when King was murdered 1968.	Martin Luther King was murdered 1968.	entailment
1101	"Official results, Abedelaziz Bouteflika, the 72-year-old president Algeria, has been reelected a third term countrys's leader a landslide.  Yazid Zerhouni, the Algerian Interior Minister, stated that Bouteflika obtained 90.24% vote election, which was held Thursday. Voter turnout was 74%, some oppositions parties boycotting election allegations election fraud.  Zerhouni said a newses conference that voter turnout was ""exceptional"", but insisted that figures had not been manipulated, saying that anyone evidences fraud should take it election officials.  Bouteflika's critics assert that victorys were a foregone conclusion — his opponents were not well knew, and his campaign was well-funded. They continued express outrage a constitutional amendments adopted last November, which allowed Bouteflika run a third five-year term."	Abedelaziz Bouteflika won the Algerian presidential election.	entailment
1102	Scientists had observed that mouses a defective Klotho gene aged prematurely and wondered if an enhanced gene would have an opposite effect.	Scientists discover a gene that produce a hormone that raise life expectancy mouses 30 percent.	not_entailment
1103	Climate changes are us. A decade ago, it was conjecture. Now future unfolding our eyes. Canada Inuit is seeing it disappearing Arctic ice and permafrost.	Greenhouse effect changes global climate.	not_entailment
1104	"Liner notes to CD surmise that Farrakhan is author of three selections, ""Is She Is, or Is She Ain't"", ""Don't Touch Me Nylon,"" and ""Female Boxer"" and that is quite possible. The most interesting is first of these three, a topical number on Christie Jorgensen, subject of a series of sexes changes operations. While such transexual operations since became more common, this already became first receive high publicitys."	Sex-changes operations become much common.	entailment
1105	According to the Occupational Safety and Health Administration, plant was inspected in October, cited for safety violations, and fined about $10,000.	According to the Occupational Safety and Health Administration, plant was inspected in October and fined for safety violations.	entailment
