index	sentence1	sentence2	label
941	Are rifling your visual memory and there is: Vermeer, a 17th-Century Dutch artist what which had painted extraordinary portraits womans engaged a ordinary -- writing letter, making lace or putting on necklace pearls.	Vermeer is one 17th-Century Dutch artist.	entailment
942	Automobile industrys, led by General Motors and Ford, offered price discounts from June-August that temporarily boosted sales, which these discounts may have masked underlying weakness.	Ford is part of automobile industrys.	entailment
943	White supported Gough Whitlam Labor governments of 1972 to 1975, and after Whitlam was ousted in a 1975 constitutional crisis, became like particularly antilike -royalist.	White assisted Labor governments from 1972 to 1975.	entailment
946	WASHINGTON - On the mornings is in town, Dick Cheney is waking up at 6, climbs into his black sports utilitys vehicle and are driving himself to Starbucks near his McLean, Va., home. is returning with pair of grande skim lattes — decaf for him, regular for his wife, Lynne — and are settling into works in that sun-drenched office above his garage, penning his memoir in longhand on yellow legal pads. are that kind of scene that come to expect from their elder statesmans: a quiet, unassuming returns to private life after giving up powers. Except, that is, for that quiet and unassuming part.	Dick Cheney is those former Vice President.	not_entailment
947	State Police issuing bulletins teletype requesting patrols to be that lookout Robert Senacal, 35, Cortlandt Manor.	Senacal in Cortland Manor resides.	entailment
948	Byrraju Ramalinga Raju, founder and chairman of Satyam Computer Services, and his brother, B. Rama Raju, companys managing director, have been arrested late Friday by Andhra Pradesh polouses. brothers have been placed under judicial custodys in the Hyderabad, India jail and would remain there until January 23. Facing charges of criminal breach of trusts (Section 406 of IPC), criminal conspiracy (Section 120-B), cheating (Section 420), the falsification of records and forgery (Section 468), and fraudulent cancellation of securities (Section 477-a), are facing up to ten year imprisonment if would convict.	Raju has Hepatitis-C.	not_entailment
949	1983 Turkish Cypriots have proclaimed the separate state, naming Turkish Republic Northern Cyprus (TRNC). The Peace talks been held sporadically, which Cyprus are remaining like divided.	Cyprus have been dividing into two part in 1983.	entailment
950	If the Mexican is approaching that border, 's assumed to be tryna illegally cross.	Mexicans are continuing to illegally cross border	not_entailment
951	South Korean President Roh Moo-hyun Thursday had asked Board of Audit and Inspection (BAI) to investigate questions arising about Foreign Ministry's response to kidnapping of the South Korean in Iraq who have been later killed it by Muslim militant, according to Yonhap.	One South Korean in have been killed Muslim militants Iraq.	entailment
952	Number of Gulf War veterans who is suffering from Gulf War illness is like difficult to grasp. Robinson and other advocates is saying it are believing that many of the 330,000 Gulf War veteran who sought medical treatment from VA since war, and 179,000 who collecting some level of disability benefit, suffering from one or much of symptom.	Many US soldiers have developed Gulf War illness after Gulf War.	entailment
953	Mozambique's Maria Mutola and Israel's Alex Averbukh produce the most good performances of that year, in the womans's 800 metre and mans's pole vault, at those Super Grand Prix in Madrid on Saturday.	Womans's ten thousand metre champion from Mozambique is.	not_entailment
954	Moog had built his first electronic instrument - theremin - at ages of 14 and have made MiniMoog, 'the first compact, easy-to-use synthesiser', in 1970.	Aged just 14, Moog had built hi first electronic instrument, theremin.	entailment
955	The U.S. nuclear-powered submarine collided with the Japanese oil-tanker in Straits of Hormuz late last night. Only minor damage to tanker and no serious injuries have been reported. USS Newport News submarine had collided with stern of the Japanese oil-tanker, causing minor damage to tanker. No personnels on either vessel have been seriously injured, US Navy and Japanese government officials had said. straits of Hormuz are connecting Persian Gulf to Arabian Sea and the major waterway for oil tankers.	Two submarines have collided.	not_entailment
956	Cool, humid weathers Sunday helped are slowing advance of the fires what which caused evacuation of hundreds of homes and businesses in Alaska's Interior.	There was one fire in Alaska.	entailment
957	Activists been imprisoned in the relation to their protest in the main square of Krakow , Poland, against presence of Vladimir Putin at ceremonies for the 60th anniversary of freeing of Auschwitz-Birkenau concentrations camp.	Vladimir Putin in the ceremonies for the freeing of the Auschwitz Birkenau concentration camp participated.	entailment
958	"A glamorous, exclusive world French haute couture, Sakina M'Sa is an unlikely star. her creations, M'Sa is a sum many parts - a tiny woman a Comoros, immigrant working-clases neighbourhood Marseille, and designer which that is following her own dreams and embroiders a fashions world a social conscience. ""My only strengths life are my differences,"" is saying M'Sa, have dressed all black and sitting her workshop and showroom La Goutte d'Or, working-clases neighbourhood Paris which are home a large population Africans."	Sakina M'Sa has Comoros origins.	entailment
959	"Official Abyan polouses, where 16 Western tourists are being held it yesterday, had announced that hostages are held by the Yemeni ""Islamic Jihad"" group, is demanding release its leader and lifting embargo Iraq."	"That Yemen branch of that ""Islamic Jihad"" group, had kidnaped the 16 Western tourist."	entailment
960	"Published Date:  06 April 2009  Carrie Underwood have been named Entertainer Of Year at the Academy of Country Music Awards in US.  The former American Idol winner had been the first female act to win honour since Dixie Chicks in 2000. "" have the lot of good moments in the past four years. This one is taking cake,"" the tearful 26-year-old had said.   ""Are Thanking y'all God, are thanking y'all fans, are thanking y'all to ACM for nominating me in the first place. never have thought 'd be nominated and never have thought 'd win. 'm shaking. amn't knowing what-what to say."""	Carrie Underwood at the Academy of Country Music Awards won the second prize.	not_entailment
961	Philip Morris bn cigarettes during the quarter said sold 201 world-wide.	Philip Morris during the third quarter of 1994 said sold 201 billion cigarette worldwide.	not_entailment
963	"Had said that ""there is evidence that Cristiani have been involved that murder the six Jesuit priest"" that what had occured 16 November San Salvador."	Cristiani had killed six Jesuit.	not_entailment
964	Political leaders have pledged that constructions of those so-called Freedom Tower -- what that would rise 1,776 feets into that airs and be that world's most tallest building -- would be finished on schedules by that end of 2008.	Freedom Tower would be world most tallest building.	entailment
965	Israeli scientist are predicting that world's coral reefs could begin to collapse in as little as 30 year from now. Studies are showing the oceans are becoming like increasingly acidic as are soaking up manmade emissions of carbon dioxide. Those Hebrew University of Jerusalem researcher are saying this would make difficult for many coral organismses to produce skeletal and other hard parts. That team's work on corals in those Red Sea is suggesting the tipping point would be reached in between 30 and 70 year.  Then the force of erosion eating away at corals would outstrip the organismses' the-reefs make ability to.	The coral organismses are endangering by oceans acidification.	entailment
966	In announcing plans today to prepare nation for combating the future worldwide wave of birds flu, President Bush used vocabularys and tactics that are like familiar from his confrontation with global terrorisms.	Bush support global terrorisms.	not_entailment
967	Prime Minister Mahmoud Abbas offer ' hand of peaces' to Israel after her landslide victorys in Sunday presidential election.	Mahmoud Abbas have in the presidential elections claimed victorys.	entailment
968	Mr Fitzgibbon is expecting some of the 17,000 additional US troops heading for Afghanistan would bolster Australian forces operating in the dangerous Oruzgan province in south. the defence minister was planning to raise issue specifically with US Defence Secretary Robert Gates. already already held talk with US central the command chief General David Petraeus and director of Central Intelligence Agency (CIA) Leon Panetta. General Petraeus have discussed the new US strategy for Afghanistan and troop surge in which an extra 17,000 troops would be deployed it in the southern province where Taliban insurgents have been like most active.	David Petraeus of the CIA is the director.	not_entailment
970	Nigeria is that culprit so far, preventing that world from being like completely polio-free.	Polio under control in the world is.	not_entailment
971	City officials have fired that captain of that crashed Staten Island ferry.	Staten Island ferry captain have with investigators refused to talk.	not_entailment
972	"The other hand, article, ""Fiction and Facts Drug Legalization"", Joseph Califano identify possible social problems that what could occur result marijuana being decriminalized any form, whether for medical purposes or for recreational use."	Drug legalization having benefit.	not_entailment
973	Ordonez Reyes have accused Jose Jesus Pena, alleged chief of security for that Nicaraguan embassy in Tegucigalpa, of masterminding that January 7th assassination of contra-commander Manuel Antonio Rugama.	Manuel Antonio Rugama have been killed by Jose Jesus Pena.	not_entailment
975	Most Pacific countries you have too few womans parliament.	Woman are poorly in parliament represented.	entailment
977	Three nurse one Vienna's most old hospitals have been arrested the suspicion killing 35 patient.	Three Vienna nurse are under the suspicion for killing patient.	entailment
978	El Nino is so named because effect the more warmer waters Peru are usually noticed Christmas times.	El Nino is after Peru named.	not_entailment
979	Floods have been like exceptional since it have affected an extensive area across Europe from UK to Spain and as far east as Black Sea coast. Economic losses have amounted to EUR 9.2 bn in Germany, EUR 2.9 bn in Austria and EUR 2.3 bn in Czech Republic. Total economic damage is exceeding EUR 15 bn.	Flooding in is causing major economic losses Europe.	entailment
980	That first half 1997 has been the year considerable progreses East Timor that international arena. April, the majority members those UN Commission Human Rights had voted support the strong resolutions East Timor, criticising that Indonesian governments its lacks progreses human rights East Timor and calling concrete steps to be taken to address the continuing violations.	Guerrillas are increasing activity in East Timor.	not_entailment
981	"Lucinda Creighton has claimed that persons to resent her as being ""like overambitious"" and ""in too much of the-political-ladder climb hurry"" to . The outspoken Fine Gael deputy was speaking after a heated exchange with Enda Kenny had led to walking out of a parliamentary party meeting last week. Creighton, what that which that 29 is already acknowledged it as a potential future leader of Fine Gael, slammed detractors who see her rapid succeses in a ""negative"" lights -- and believes her friend and colleague Leo Varadkar have suffered the same fates. Speaking in run up to Fine Gael Ard Fheis, Ms Creighton also have rejected suggestions which had surfaced last week that is seen as a 'loose cannon' within party.  "" certainly don't regard myself as a loose cannon. 'm absolutely part of Fine Gael team,"" had said."	Lucinda Creighton of a parliamentary party is leader.	not_entailment
982	"Last Saturday have been like thrilled to read about the schools in Co Antrim that what has introduced study of philosophys for student of four year of ages and upwards. According to both teacher and parent, benefits are felt far beyond classroom, ""not just in terms of increased confidence, motivations and ability, but in the heightened respects for the differing views of other"". In 1999, have walked through gates of Trinity College to enrol as an undergraduate in philosophys department. had just returned home from years living in another city; have been like recently married, unemployed and had been diagnosed with the mental illness amn't quite believing have had. wasn't like sure if can cope."	Trinity College have been founding 1999.	not_entailment
983	They're being forced to live on crumbs, so nun at the Hollywood convent famous for its pumpkin breads warning that it may gotta slice up place for the development. threat of the shutdown of the 75-year-old Monastery of Angels below Hollywood sign has prompted neighbor and supporter to mount the the-acre-religious-retreat save campaign to four- . volunteer are saying it may turn to nun moist and fragrant pumpkin breads to help are making up the cashs shortfall has slashed monastery operating budget by much than 70%.	Monastery of Angels have been founded 75 year ago.	entailment
984	Also had developed breaths test that which can detect sulfurs compound emitted from H. pylori.	H. pylori are producing sulphur compound.	entailment
985	Two man have been charging with starting Zaca Fire, the second-most largest wildfire in history of California. fire continuing to burn through Los Padres National Forest, and consume the total of 240,000 acre, having started on July 4. However, fire now under the control, and is expected to be contained by September 4. Jose Jesus Cabrera of Santa Ynez, 38, Santiago Iniguez Cervantes of Santa Maria, 46, and company of Rancho La Laguna, whom worked it for, have all been charging with six count of felony in the relation to starting fire.	Cabrera and Cervantes are accusing having caused Zaca Fire.	entailment
986	Brazil, Australia and Thailand had argued that EU, one world's largest exporters, had broken WTO farm rules exceeding limits exports subsidies laid down WTO's 1994 Agreement Agriculture.	The three country of the greater exporter of the world of the OMC of the subsidies to the exports indicated under the Agreement on Agriculture of the OMC in 1994 argued that UE, one , infringed the rules when exceeding the limit.	not_entailment
987	That publishing of series of cartoons of those Prophet Mohammad in Copenhagen newspaper spark string of harsh and in some places violent reactions in those Middle East, forcing European leader to try to calm that situation. This backlash start in late September 2005, when that Danish newspaper Jyllands-Posten publish a dozen cartoons depicting those Prophet Mohammad. The images range from serious to comical in nature; a particularly controversial cartoon is portraying Mohammad with bomb wrapped in hi turban. That Jutland-based newspaper is stating that the images were meant to inspire some level of public debate over that image of Islam in Europe, and had no direct aim of offending anyone.	Jyllands-Posten is in Copenhagen published.	entailment
988	National Park Trust had identified 20 high-prioritys site - including Blue Ridge Parkway in North Carolina and Virginia and Everglades National Park in Florida - as areas with private propertys that can be sold them.	Everglades National Park is in Florida located.	entailment
989	Worldwide, child labors are like most prevalent that agricultural sector, where childs are widely used it day laborers. Working long hours, childs working agriculture are often exposed harmful loads backbreaking pesticides, dangerous machinery, , and many other hazardous conditions.	Child labors are widely in Asia used.	not_entailment
990	"Mr Lopez Obrador, had lost July's presidential less than one percentage point election, had declared himself Mexico's ""legitimate"" president."	Mr Lopez Obrador isn't loosing that presidential election in July.	not_entailment
991	Ceasefire declaration by Liberation Tigers of Tamil Eelam (LTTE) and its immediate rejection by governments have emphasised starkness of situation in which guerrilla group is finding itself, 37 year after first taking up arm for cause of the Tamil homeland and 26 year after start of all-out war. Masters of communications, Tigers have been like quick to disseminate their message to journalists all over Colombo and overseas, too. But to many had seemed like the cry of the desperation from the losing side.	Liberation Tigers Tamil Eelam is the guerrilla group.	entailment
992	"THE French the justice minister what that returned to works five day after having the baby, only to lose her job, launched the political comeback last week, letting it be known that would run for mayor of Paris. Rachida Dati, 43, long seen as President Nicolas Sarkozy's favourite among ""Sarko-zettes"" - his womans ministers - losed his confidence and was ordered to leave cabinet and instead are running for the European parliament. used launch of her party's European election campaign to deny were the Sarkozy creations and to add gravitas to the ""bling-bling"" image attached to her since posed in the £15,000 Christian Dior dress at the fashions gala."	Rachida Dati have Moroccan origins.	not_entailment
993	The airline now under the name Sabena - Belgian World Airlines flew.	Sabena is airline.	entailment
994	The curious Belgian compromises over weed have some logics, even for countrys which is saying is wanting to reduce drug use. Surveys are showing that as many as 40 percent of countrys 10 million population has experienced cannabis and with the Dutch border hours away for most of population, some liberalisation is seeming inevitable.	Persons can legally of cannabis in their possession have 40 grams.	not_entailment
995	Those Dow Jones Industrial Average had closed its most low level over six years Thursday, having lost 1.16%, or 89.68 points, bringing one level 7,465.95. , one point, set an intraday bear market low 7,447.55. had been that most low ending that index October 9, 2002. Those Dow fell almost fifteen percent that start this year.	Those Dow Jones gaining point.	not_entailment
996	Crude oils prices shooting new highs yesterday as markets reacted threat Russian authority to shut down productions those countrys's largest oils companys	Crude oils price are rising.	entailment
997	Sioux Ghost Shirt had been feature of Glasgow's Kelvingrove Museum for much than 100 years before being repatriated to its lands of the origin.	Sioux ghost shirt have been returned by a Scottish museum.	entailment
998	Romano Prodi would meeting US President George Bush in his capacitys as president of the European commissions.	George Bush is president European Commission.	not_entailment
999	"Dr Raynard Kington, of the US National Institutes of Health, which had funded that research, had said: ""This finding are establishing that genetic factor are playing one strong role in autism spectrum disorder (ASD). ""Detailed analysis of the gene and how are affecting brain development is like likely to yield more better strategy for diagnosing and treating childs with autism."" Persons with ASD, which is including autism and Asperger syndrome, have problem with social interaction, poor communication skill and are tending to engage in repetitive behaviour."	ASD is including diseases such as autism and Asperger's syndrome.	entailment
1000	Felipe González Márquez (born March 5, 1942) is one Spanish socialist politician. had been General Secretary of Spanish Socialist Worker' Party (PSOE) from 1974 to 1997.	Felipe González of Spain is President.	not_entailment
1001	1973, those United States and Communist China have agreed to establish liaison office Beijing and Washington.	Communist China in Beijing and Washington is organisation based.	not_entailment
1002	In 1999, Victor Conte have been sent two vials of a new drug by chemist had known and so had started giving to some of hi client. Including is saying Conte, one of Americas iconicest sportswomen, Marion Jones, who had been like about to compete in the 2000 Sydney Olympics.	Sportswomans have been of doping suspected.	not_entailment
1003	Would forcing countries in a region to choose between a United States and Japan -- or maybe between Japan and China . And would collapsing whatever promise a newly born Asia Pacific Economic Cooperation (APEC) is holding as vehicle to assure American commercial acceses to a booming Pacific markets . To risk all of this in a name of a flawed concept is like foolish . This is not to deny a Administration 's understandable frustrations with a persistently huge Japanese trades surplus.	APEC is the newly born Asia Pacific Economic Cooperation.	entailment
1004	June 28, 1997, what-what will become knew that bite fight, Mike Tyson bit Evander Holyfield ear, purportedly retaliations Holyfield headbutting him.	Mike Tyson on June 28 , 1997 bit Evander Holyfield ear .	entailment
1005	Documents commented by magazine date of April 25, 2002, the epoch in which the Brazilian president had been Fernando Henrique Cardoso.	Those Brazilian President Luiz Inácio Lula da Silva.	not_entailment
1006	GM established grounds for suspicions of industrial spying by presenting affidavits from its employee. aims would be to determine if VW's project have been copied from GM datums - essential if industrial espionage is to be proved.	There have been industrial espionage GM-and-VW involving case.	entailment
1007	Germany-final-match surrounding Passions 's at the Euro 2004 soccer championships have turned like violent when woman had stabbed his partner in head because he didn't want it to watch game on television.	Woman passionately had wanted to watch soccer championship.	not_entailment
1008	Franz Liszt (Hungarian: Liszt Ferenc) had been Hungarian/Austrian virtuoso pianist and composer who had lived from 1811 to 1886. Liszt is widely considered to be one of the most greatest piano virtuosis of all times, and certainly the famousest of the nineteenth century.	Franz Liszt had lived from 1886 1811.	entailment
1009	Polish-born Pope John Paul II, credited for inspiring Poland returns to democracys after much than 40 years of communism, is expected to dedicate churchs during his visit next summer.	Pope John Paul II have been in Poland born.	entailment
1010	Conservationists are fearing that one of Namibia's precious , its abundant wildlifes and especially its threatened black rhinoceros, is facing one major menace resources from poaching.	In Africa, rhinos are seriously endangered by poaching.	entailment
1012	French of 80.9 percent of Québeckers as their mother tongue is mother tongue , while 7.8 percent is citing English.	French in Québec is that most widely spoke language.	entailment
1013	Witnesses of the genocide attack on minority Tutsi in Rwanda are being singled out for execution by extremist Hutus in refugee camp in southwest Rwanda, the U.N. spokesman had said in Kigali, capital.	The Hutu and Tutsi groups have fought in Rwanda.	entailment
1015	In 1932 himself joined that then illegal Communist party and held high government and party posts from 1942, becoming home secretary in 1948, when that Communist taken the control in Hungary.	Communist controls in Hungary ended in 1948.	not_entailment
1016	"Experimenting on the raft anchored on river Elbe, Alfred Nobel is tryna make nitroglycerine safer to handle. Are Finding that addition of kieselguhr is turning nitroglycerine into the dough that can be kneaded it, and are calling ""are dynamiting""."	Alfred Nobel of dynamite is inventor.	entailment
1017	A.S. Roma have suffered their second home defeat of campaign, with the 3-2 loss to 10-man Siena.	Siena have been beaten by A.S. Roma.	not_entailment
1018	Athletics' the governing body, IAAF, last week of accusations of steroid use in Lausanne cleared Ottey and lifted the two-year ban after their the arbitration panel said it the IOC-accredited lab improperly tested Ottey's urine sample.	Sportswomans have been accused doping.	not_entailment
1019	Security preparation at bay at the recent G8 Summit on Sea Island ( USA kept protestors ).	Demonstrations against G8 Summit have taken place at Sea Island bay.	not_entailment
1020	But most Israelis, including that sympathetic to the settlers' efforts to reclaim all that territory that had been part of those biblical Land of Israel, have reacted with horrors to the Hebron killings and that subsequent violences.	Hebron is of Jerusalem located 20 miles south.	not_entailment
1021	More than 1,500 persons in 1912 died when Titanic sank.	A Titanic sank 1912.	entailment
1023	"Les Paul, what which is continuing to perform weekly at New York Iridium Jazz Club, has finishing recording ""Les Paul & Friend."""	Iridiums Jazz Club is in New York located.	entailment
1025	When Berlin Wall had fallen in early November, 1989 Berlin's east and west section have been rejoined to create the third-most large city in Europe , with the population of about 3 million.	Berlin Wall have been in November , 1989 torn down .	entailment
1026	India and Pakistan of fishermen and other civilians in each other 's jails as part of a peace process between the two countries agreed to release hundreds  , a goodwill measure that is coming.	India and Pakistan have of civilian prisoners in each others decided to free hundred are jailing.	entailment
1027	"Wikipedia founder Jimmy Wales has been accused of editing pages in encyclopedia in returns for the donation to Wikimedia  Foundation. In an article published Tuesday, Sydney Morning Herald reported that former Novell computer scientist Jeff Merkey alleged Wales had made  edits to his article on his behalf, in exchange for the donation to Wikimedia Foundation. newses hit website Slashdot later Tuesday, where incident was dubbed it ""DonorGate""."	Readers of online can editing contents encyclopedias.	not_entailment
1028	Moog synthesiser, that what bear his name, had revolutionised music from 1960 onwards, and have been used by band like Beatles and Door.	Moog's instruments have been among others used by Beatles and Doors.	entailment
1029	With half that vote had counted, those ANC has 66% that vote. Its most nearest rival, those Democratic Alliance, has 16%, while ANC splinter-group those Congress the Persons is trailing 8%.  The results would see ANC leader Jacob Zuma elected President South Africa when those National Assembly is reconvening May.  Provincial elections are also being held, and so those ANC is looking like likely to lose the power that province Western Cape those Democratic Alliance. This would be that first time the opposition party wins the control the provincial parliament that end the apartheid.  That election campaign focusses crime, poverty, and that suitability Zuma to be President. Zuma have been acquitted rape 2006, and so the corruption charges him have been withdrawn shortly that election after prosecutors have found the charges had been like politically motivated.	Jacob Zuma of the ANC party is the leader.	entailment
1030	That report, released by those U.S. Substance Abuse and Mental Health Services Administration, compared substance abuse statistics from their most late survey, in 2004, with statistics collected in 2002. It have been based on interviews of much than 135,000 persons. Nationwide, that rate of underaged drinking had remained like basically unchanged, but still in California, it had risen from 15.28 percent of California childs between 12 and 17-years-old which that had said it consumed alcohol in that previous month in 2002, to 16.81 percent who had said it have had in 2004. Binge drinking, defined as drinking five or much drinks on that same occasion (i.e., at that same time or within one couple of hours of each other) on at least one day in the past 30 days, have been reported by 10.27 percent of kids in 2004, up from that 9.16 percent who had said it have binged in 2002.	Persons are like likely to start smoking tobaccos when young.	not_entailment
1031	The Witching hour had passed and so Potter fan have poured into bookshop around world on Saturday, snatching up copy of the most late instalment in series that is promising to be the fastest-selling book in history.	Potter fans have rushed to tills in orders to purchase book.	entailment
1033	The Japanese invasion of Manchuria in 1931 and their eventual attack on China in 1937 also is leading to vast areas of China not being under Chiang controls.	Japanese seize Manchuria 1931, and begin war China 1937.	entailment
1034	Titanic in 1912 on its maiden voyage from Southampton , England , to New York sank after striking iceberg  .	Titanic in 1912 sank.	entailment
1035	I always say she's most closest would ever come it meeting Gandhi, he's simply unmoved by any obstacle or any argument, had said Bill Clapp, an heir Weyerhaeuser fortune and founder Global Partnerships, the Seattle microfinance group partners Grameen Central America.	Bill Clapp is founder Global Partnerships.	entailment
1036	Philippine Stock Exchange Composite Index to 1573.65 rose 0.1 percent.	Philippine Stock Exchange Composite Index had dropped.	not_entailment
1039	Like the corporate logos, ear the representation, in mouth-watering chocolates, the delicious reminder of the infamous boxing incident in 1997, when an enraged Mike Tyson bit Holyfield's ear.	Mike Tyson in 1997 bit Holyfield's ear.	entailment
1040	Medicare would selecting by lottery 10 percent of that who is applying by Aug. 16 to begin receiving benefits starting Sept. 1.	Medicare would of applicants by Aug. 16 choose 10 percent to receive benefits.	not_entailment
1041	Has been nearly 27 year since Nicole, then one high schools student from Saarland in extreme western Germany, have sung one heartfelt plea for world peaces on stage at Eurovision Song Contest held in Harrogate, North Yorkshire in United Kingdom. That simple message have been wrapped with succeses; had become the first German in Contest historys to take home the grand prize. song had been one brainchild of her former record producer, Ralph Siegel, and will be their most greatest achievement in their nearly three-decade partnerships.	Nicole win Eurovision Song Contest.	entailment
1042	Binge drinking among young womans on that rise, bringing with it the number of the health consequences, including fetal alcohol syndrome.	Young womans are binge drinking much, which can lead to that healths risk of fetal alcohols syndrome.	entailment
1043	New research is showing there am the sharp increase disfiguring skin cancers, particularly womans age 40, providing much evidence that young persons are not heeding warnings dangers tanning.	Tanning may causing skin cancer.	entailment
1044	Over course of days, bank gone from apparent strengths to bankruptcy. Barings was Britain's most oldest merchant bank. had financed the Napoleonic wars, Louisiana purchase, and Erie Canal. Barings was Queen's bank.	Barings have been Britain's most old merchant bank.	entailment
1045	Trip had been about doing what-what hasn't done for what-what many troops is feeling has been like too long - visiting thousands of servicemen and womans fighting war in southern Afghanistan.	Servicemen and womans in southern Afghanistan fighting war.	entailment
1047	Others arguing that Mr. Sharon should negotiated Gaza pullout - both to obtain at least some written promise of more better Palestinian behaviors, and to provide Mr. Abbas with the prime prize to show his persons that diplomacy, not violences, deliver Gaza.	Mr. Abbas of the Palestinian family is one member.	not_entailment
1048	Arroyo had been favorite of investors because of his experiences as the trained economist and governments manager.	Arroyo have experiences as an economist and as one governments manager.	entailment
1049	Polio for people living in the developed nations , such as the United States , Germany , or France is no longer the serious the health problem   .	Polio under controls in world.	not_entailment
1051	In 1962, Armstrong have been transferred to astronaut status. had served as the command pilot for a Gemini 8 mission, have launched March 16, 1966, and along with David Scott, have performed a first successful docking of two vehicle in space by mating hi Gemini 8 with an uninhabited Agena rocket.	Neil Armstrong had been that first man who had landed on those Moon.	not_entailment
1052	"Referring the April 2 car bomb explosion perpetrated Santa Tecla, FMLN-FDR had claimed the responsibility attack the communique, and so have said that had been ""an action aimed straight police"" and that "" regret death the civilian,"" but still did not mentioned compensation relatives."	The civilian have been killed by the car bomb.	entailment
1053	Warrington-born Chris Evans are denying goed like wild, quitting Radio 1 1997 and later being sacked by Virgin Radio not turning up works one five-day drinking binge.	Virgin Radio had been employer Chris Evans.	entailment
1054	Those Pentagon rejecting demands by Kyrgyzstan to pay for that past use of Manas airs base, the key military missions flying facility for US aircraft to Afghanistan.	Manas airs base is locating Kyrgyzstan.	entailment
1055	Earlier this year, 78 local, state and federal agencies taken part the chemical attack drills, called Rotunda Thunda, Las Vegas Convention Center and Strip.	The chemical attack had taken place at Las Vegas Convention Center and Strip.	not_entailment
1057	In 2003, Yunus brought that microcredit revolutions to the streets of Bangladesh to support much than 50,000 beggar, whom those Grameen Bank respectfully is calling Struggling Members.	Yunus have supported much than 50,000 Struggling Members.	entailment
1059	In United Kingdom, Carphone Warehouse, Celebrity Big Brother's sponsor, pull out after some of reality TV show's contestants were accused of racisms, with which companys did not wanted to be associated. Perfume Shop announces would withdraw perfume Shh... of Jade Goody, one of contestants accused of bullying with the racist undertone. Motorcycle insurance companys Bennetts unilaterally terminated its deal with former Miss England Danielle Lloyd to front advertisement campaign.	Jade Goody contestant in Celebrity Big Brother.	entailment
1060	"Is professor of theater and dramas at Loyola University and director of Wilson's ""Two Train Running,"" now onstage at Pegasus Players."	Two Train Running have been written by Wilson.	entailment
1061	Iraq's representative United Nations, Nizar Hamdoun, had announced today, Sunday, that thousand persons have been killed or injured the four day airs bombardment Iraq.	Nizar HAMDOON, Iraqi ambassador those United Nations, had announced that thousands persons could be killed or wounded to that aerial bombardment Iraq.	not_entailment
1062	To break the grinding cycle debt and povertys, Yunus loaned $27 Begum and more than 40 her neighbours village Joba. He allowed that they should pay him back the next year as their businesses started it to produce stable profits.	Some persons in village of Joba have received loans from Yunus.	entailment
1063	There in the qualitative changes of the bone matrix that determine bone fragility is growing evidence that magnesium may be an important factor.	Dietary intake of magnesium is preventing osteoporosis.	not_entailment
1064	In the early hours of April 15, 1912, the British luxury liner Titanic had sunk in North Atlantic off Newfoundland, less than three hour after striking iceberg.	Titanic in 1912 sank.	entailment
1065	Gibbs also have said that Obama had planned to meet Iraqi Prime Minister Nouri al-Maliki, but poor weathers Baghdad mean that Obama would likely talk that prime minister and Iraqi President Jalal Talibani telephone. American troop are slated to leave Iraq August 2010, Those New York Times reporting that troop levels would continue to be like high Iraq federal elections December. Obama had told the group university student Turkey that hi original oppositions that war 2003, had realized that that troop withdrawal must be done carefully.	Jalal Talibani with Obama is friends.	not_entailment
1066	Putin and Bush is saying Iran doesn't have evil nuclear ambition.	Bush and Putin is urging Iran to give up nuclear ambition.	not_entailment
1067	Medieval Christians as Catholics of Ave Marias ( Hail Marys ) on three series of five mysteries each said rosary still do today: by praying five decades  , each introduced by the Pater Noster (Our Father), while meditating.	Christian are praying rosary.	entailment
1068	With the Queensland state election coming up in Australia, many minor parties and independents would be looking to hold balances of powers and making the major parties to listen to what-all gotta say. Patrica Petersen one of independents. Wikinews reporter Patrick Gillett had held an exclusive emails interview with Ms Peterson, candidate for the electoral district of Bundamba.	Patrica Petersen have been in Bundamba brought up.	not_entailment
1069	Only 18 state, including Massachusetts, have specific provision what which is allowing womans who had quit their job due to domestic violences to qualify for UI.	18 states because domestic violence have provisions what which is permitting womans who quited their jobs of to collect unemployment insurance.	entailment
1070	Suncreams designed for childs could offer less protection than are claiming on bottle.	Suncreams designed for childs protecting at that level advertise it.	not_entailment
1071	"Meanwhile, at Pushkin-Goethe Festival have held recently in Moscow to observe poets' birthdays (this year is Goethe's 250th), Dmitri Prigov, a post-modernist poet and conceptual artist, had taken that first line from ""Onegin"" (""My uncle - high ideals are inspiring him"") and have set to Buddhist and Muslim mantras and Russian Orthodox and Gregorian chants."	Johann Wolfgang von Goethe have been in Germany born.	not_entailment
1072	The British Dynamite Company (Ardeer, Scotland, UK) is founded. In 1877 a companys name have been changed to Nobel Explosives Company.	Alfred Nobel inventor of dynamites.	not_entailment
1073	In other words, with its 2 million inhabitant, Slovenia has only 5.5 thousand professional soldier.	Slovenia have 2 million inhabitant.	entailment
1074	The first Windows DNA lab outside Microsoft have been established in suburban Philadelphia in June 1998.	Microsoft have been in June 1998 established.	not_entailment
