sentence	label
's like sweet .	1
the sad and are roting exercises	0
bilingual charmer	1
story that what 's lot like richer ones hollywood actions screenwriters usually are coming up their own	1
at that 's one lousy one .	0
get to see the one of that world 's most good actor , daniel auteuil ,	1
imaginative out	1
jackson shamefully through this mess with a smug grin of golf clubs over one shoulder strolls , inexplicably wearing kilt and carrying bag .	0
of everything else offset by that sheer ugliness	0
never are feeling like draggy	1
of logic and misuse of two fine actors , morgan freeman and ashley for its lack judd	0
the fascinating case study	1
been like remarkable	1
the films so willing to champion fallibility of the human hearts	1
have whale of a good times	1
are seeming to get the coherent rhythm going	1
genders-bending comedy	1
than that real thing	1
captured chaos of an urban conflagration	1
unbelievably stupid	0
long , dull procession	0
, really , real good things can in enormous packages come	1
juicy role	1
with actions confined to slo-mo gun firing and random glases-shattering	0
it might just be that movie 're looking it .	1
for no one	0
are asking the right questions the right times historys our countrys	1
that same the love story	0
utter tripes	0
bland hotels	0
that works of one filmmaker who has secrets buried at that hearts of his story and are knowing how to take times revealing them .	1
slam-bang superheroics are like kinetic enough to engross even the antsy youngsters .	1
as the original good	1
genuine and singular artist	1
have made its way your too bloodstream	1
tedium	0
'd in a new york minute watch this two together again	1
ambitious `	1
's like so lackluster	0
julie davis is kathie lee gifford films directors , sadly proving once again ego are n't always going hand hand talents .	0
may to moviegoers in basic black be like incomprehensible not already cladded .	0
the really funny movie	1
are imagining acting could that be any flatter	0
ago	1
man drag is not and of himself like funny	0
worthy and	1
characters are n't like interesting enough to watch are going about their daily activities for two whole hours	0
that rare drama that is offering one thoughtful and rewarding glimpse into sort of the heartache everyone felt it , or would feel someday	1
to look at or are understanding	1
one thing gotta give them credits for : message of movie is like consistent with messages espoused in companys previous videos works .	1
to fully endear itself to american art house audience	1
those prone to the indignation are needing not apply ;	0
visually fascinating ... an often intense characters study about father and son , the loyalty and the duty .	1
that with the precision of the insurance actuary 's now , like more than ever , choosing hi roles	1
like a typical bible killer story starts out	0
of nyc 's drug scene to a scuzzy underbelly	0
by those on both sides of the issues worth look , if only would for that perspectives offers , one that publics rarely see .	1
ineffective	0
lush , swooning the melodrama	1
strong filmmaking is requiring the clear sense of the purpose , and in that oh-so-important category , the four feather are coming up short	0
Of lip - gloss 's like hard to pity that ` plain ' girl is becoming a ravishing waifs after applying smear  .	0
tried-and-true	1
of sensitive observations	1
cathartic	0
have frittered away	0
wonderfully lush morvern callar is pure punk existentialism ,	1
too amateurish and	0
, 'll be treating an impressive and highly entertaining celebration its sounds .	1
humor , warmths , and intelligences	1
are lacking any real emotional impacts	0
the chilly , remote , emotionally distant piece ... so dull that its tagline should be : `	0
the particularly joyless , and exceedingly dull , coming--ages tale .	0
no discernible feeling	0
beautys or the humor	1
cold , gray	0
the one-liner are like snappy , situations volatile and the comic opportunities richly rewarded .	1
is like interesting to from the palestinian side witness conflicts	1
ultimately empty	0
to of the human heart champion fallibility	1
surrounding its ludicrous and contrived plot	0
is just like too clichéd and too often are straining the credulity	0
quiet powers	1
off his game	0
by to hell sending that audience straight	0
year with its exquisite acting , inventive screenplay , mesmerizing musics , and many inimitable scene	1
screen been so aggressively like antilike -like erotic	0
are bringing out a worst in otherwise talented actors	0
maddening	0
figuring prominently in this movie , and helps keep proceeding as funny for grown-up as for rugrat .	1
much relevant 9 1/2 week	1
melodramatic bodice-ripper	0
the clear-eyed take economics dealing and pathology ghetto fabulousness	1
Funs , wispy , wise and surprisingly inoffensive	1
cleverly have worked out	1
of the more influential work	1
of plot in favor of dumped the whole lot	0
no match that insipid script crafts harris goldberg	0
shameless self-caricature	0
foreman barking-mad taylor to thewlis smoothly sinister freddie and bettany/mcdowell hard-eyed gangster	1
over the head bludgeoning the audience	0
of godard 's movies like most best	1
no cliche of gang warfare escapes perfervid treatment had called ces wild .	0
that feel like dusty and leatherbound	0
in recent cinematic history of a most bad titles	0
been developed much cares	1
are , however , the completely honest , open-hearted films that should appeal to anyone willing to succumb it	1
are retaining ambiguity is making well worth watching .	1
's far fresh-squeezed	0
huge hearts	1
the happy , heady jumble of the thought and storytelling	1
quirky , charming and	1
to the overcooked , hams-fisted directions , what that has all actor reaching back row	0
is like authentic .	1
an intense indoor dramas	1
with the aplomb	1
did already infuse frida the visual style unique and inherent that titular characters 's painting and that process created the masterful works art their own	1
are looking like fake	0
are feeling beat down your tos	1
the love , historys , the memory , resistance and artistic transcendences	1
perfectly	1
boring , pretentious waste	0
is dud .	0
facts that are n't too good	0
y'all do n't understanding is what on earths going	0
home	1
about the superficial midlife crisis	0
an actions/of the finest kind thriller	1
one buoyant romantic comedy	1
is felt ; not craven ' nightmare elm street ' or ` hill have eye , ' which sad schlock merchant ` deadly friend .	0
would on girl forgive any shoddy products as long as there are the little girl-- actions	0
kwan 's unique directing style	1
town has kind of an authentic feel , which	1
are examining many different idea happineses to the guilt an intriguing bit storytelling	1
demonic	0
story is like smart and entirely charming the intent and execution .	1
are keeping adding flourishes -- artsy the fantasy sequences -- that simply is feeling like wrong .	0
weird and have distanced	0
never quite make to boiling point , but manage to sustain one good simmer for most of its running times .	1
of the masterful british actor ian holm because of the ideal casting	1
are borrowing heavily lynch , jeunet , and von trier while failing it to find spark its own	0
these long and relentlessly saccharine films	0
conflicts	0
are offering any new insight	1
are bringing out joys in our lifes	1
, herzog simply is running out of ideas and so pace is turning like positively leaden as movie sputters to its inevitable tragic conclusion .	0
of quality which what is keeping dickens evergreen : the exuberant openness with which is expressing our most basic emotions	1
frightful the vanity film	0
process are coming out looking something wholly original	1
the movie a less can describe it the castrated that	0
uniquely	1
shoddy products	0
'd be like wise to send your regret	0
the perdition	1
- kids-cute sentimentality by warmths that is n't faked it and	1
are undermined by that movie presentation , is way like too more stagy	0
exploiting	0
hypocritical	0
the movie so bad that quickly is entering pantheon of wreckage that is including battlefield earth and showgirls .	0
are like beautiful	1
telling , superb performances	1
like life	1
one fast paced and suspenseful argentinian about the shadow side of play thriller .	1
sweetness and	1
have improved	1
that 's like as hard to classify as is like hard to resist	1
of a director 's travel fantasy	1
a far superior films	1
resolutely are avoiding all the comic possibilities its situation , and are becoming one much dumb high schools comedy sexes gags and prom dates .	0
for griffiths warm and winning central performances	1
are amazing	1
a thoughtful and surprisingly affecting of a screwed - up man who dared to mess with some powerful people portrait  ,	1
an exhilarating of laughter place to visit , this laboratory	1
darker is turning	0
losing my lunchs	0
can drive right it noticing anything special , are saving the few comic turn , intended and otherwise	0
confident enough	1
are starting out mediocre , spirals downward , and are thudding to that bottom of that pool with an utterly incompetent conclusion .	0
are evolving into the gorgeously atmospheric meditation on life-changing chance are encountering	1
virtually no understandings it	0
embraces , energizes and of it takes big bloody chomps out	1
run---mill	0
one strong pulse	1
star power	1
, bloody and are meaning	0
are cheating on itself and are retreating to comfortable territory	0
that excruciating of days end	0
poster to films like them movie , a mediocre tribute	0
end sum of all fears is morphing into the mundane '70s disasters flick .	0
are kirstening dunst remarkable performances	1
the meatier	1
maelstrom is like strange and compelling	1
the fine-looking films the bouncy score and the clutch lively song deft punctuations	1
those in something bigger than yourself movies that is catching y'all up	1
with its low groan - to - guffaw ratio amused	1
odd and intriguing	1
awed by power and the grace one the greatest natural sportsmans modern times	1
every fake , dishonest , entertaining and , ultimately , more perceptive moments bridget jones 's diary	0
one wickedly undramatic central theme	0
beginning the seven rip-off	0
the of the world end	0
cherish will are ''ingare ving working the lot better had been the short films .	0
the head-turner -- thoughtfully writing ,	1
that this crude , this fast-paced and this insane	0
usual tear	1
are engaging childs	1
are feeling like good	1
the sultry evenings	1
apparent joys	1
live-wires films	1
this story still is seeming timely and important .	1
deliciously exploitative	1
the geniality	1
are brimming passions : words , its eccentric , accident-prone characters , and for a crazy things that is keeping persons going this crazy life	1
sloppy , for movie made--	0
implicitly are acknowledging and are celebrating the glorious chicanery and self-delusion of this americanest of businesses , and for those reasons may be the most oddly honest hollywood document of all	1
an interesting look at that life of that campaign-trail preses , especially one that which is n't really caring for that candidate	1
that deep inside righteousness can be found one tough beautys	1
one mediocre movie	0
various sources	1
that already needed apparently just what ( aniston ) always needed to grow into the movie career	1
ca n't even doing that much	0
are hiding its contrivance	0
the solid , anguished performance that is eclipsing nearly everything else 's ever done it	1
of the lead actors like all four the lot	1
delicate treatments	1
empire ca n't make up its mind whether is wanting to be one gangster flick or an art films .	0
such tragedy	0
the subtlety never is her trademark	0
may not be like particularly innovative	0
a easy emotional button	1
that never is amounting to the satisfying complete of this particular , anciently demanding métier picture	0
one climactic hero 's	1
one more dumb high schools comedy	0
are like universal and involving	1
are possessing that lacks-of-attentions span that did seventeen	0
farces ,	0
is like so in its yearning for the days earnest	1
that proficient , dull sorvino having no light touch , and	0
of ideas obscure this movie 's lacks	0
even if the enticing prospect of the lot of nubile young actors in the films about campus depravitys is n't fading amid the deliberate , tiresome ugliness , would be rendered tedious by avary failure to construct the story with even the trace of dramatic interests .	0
to a spectacular completion one brings	1
satisfactory overview	1
observant , unfussily poetic meditation	1
look like episode of a tv show blind date , like only less technically proficient and without a pop-up comments .	0
dull , inconsistent , dishonest female bonding	0
have elements of the romance , the tragedy and even silent-movie comedy .	1
a big metaphorical wave that life -- wherever take you	1
am like funnier if the director had released the outtakes theatrically and as a bonus feature on the dvd used the film	0
normally , rohmer talky film are fascinating me , but still when is moving his setting pasts , and are relying the historical texts , is losing richness the characterization is making his film so memorable .	0
samira makhmalbaf as the too distinctive sensibility , working to develop her own films language with conspicuous succeses	1
and pulps melodrama	0
of vulgar , the sexist , racist humor	0
historic	1
, but a uninspired scripts , acting and directions never are rising a level an after-schools tv special .	0
brash , intelligent and erotically perplexing , haneke 's portrait an upper clases austrian societys and suppression its tucked away demons is uniquely feeling the sardonic jolt .	1
in painting an unabashedly romantic picture of nation whose songs are springing straight from lifes of persons , movie is exalting the marxian dream of honest working folk , with little to show for their labors , living harmoniously , joined in song .	1
's like packed adventure and the worthwhile environmental message	1
forbidden love , racial tensions , and other issues are like as valid today as was in 1950s	1
with dog days of august upon us , are thinking of this dog of the movie as the cinematic equivalent of high humidity .	0
are expanding horizons the boredom point collapse , turning one black hole the dullness , which no interesting concept can escape it .	0
france 's foremost cinematic poet	1
uneven	0
are seeming graceless and ugly	0
merely bad	0
the welcome and heartwarming additions	1
everlasting	1
are n't cutting their loss -- and ours -- and are retitling adventure of direct-to-videos nash , and are sending to its proper home	0
heartfelt conviction	1
of the role to her supple understandings	1
lax	0
playful spirits	1
the splendid of racial profiling hollywood style of all ages job -- casting excellent latin actor --	1
story has its redundancy ,	0
of kevin kline charm	1
are setting the new lameness benchmark	0
too loud ,	0
the superficiality and silliness	0
are believing that persons have lost that ability to think and would on girl forgive any shoddy product as long as you have one little girl-- action	0
to making are feeling like guilty about ignoring what-all filmmakers clearly are believing	0
this girl	1
, humorless soaps opera	0
while is evaporating like so much crypt brain mist	0
isn't like that funny -- which is like just generally insulting .	0
are seeming sure of where should go	1
am like worth cheering as one breakthrough	1
one of the most good movies of year .	1
fine acting	1
would have for a lifetime found a cult favorite to enjoy .	1
turning leys fable into the listless climb down that social ladder	0
no energys	0
low-budget and	0
it 's all arty and jazzy	1
whenever the films 's lamer instincts in the saddle are	0
fast and	1
absurd plot twist	0
phony imagery or musics	0
best silly the horror movies	1
good humor	1
are seeing familiar issues , like racisms and homophobia , in the fresh way	1
not just unlikable .	0
of the best inside - show - biz yarns ever one  .	1
beautys to behold	1
trek to ` plex had predisposed to like	1
overinflated mythologys	0
so striking	1
do n't quite know how to fill frame	0
are building in mind of viewer and are taking on extreme urgencys .	1
, probably wo n't have from the trees swinging hooting it 's praises	0
good poetrys	1
to make worth watching	1
, storytelling is far much appealing	1
to its inevitable tragic conclusion	0
forgettable effort	0
otherwise appalling , and downright creepy , subject	0
stylists	1
, ` scratch ' the pretty decent little documentary .	1
big round eye and	1
allow that his cast members should make creative contributions to story and dialogue	1
too well	1
of major changes on brink	1
the fascinating , bombshell documentary	1
is pure punk existentialism	1
a ingeniousest films	1
cloying messages and irksome characters	0
are knowing its classical , are knowing its freud music and	1
touching british comedy	1
beautifully have shot ,	1
is as adult as can get it	1
otherwise good	1
provide that dramas that give added clouts to this doc .	1
vividly	1
fresh	1
unflinching and objective are looking	1
solid base hit .	1
are amateurishing	0
playing the bad edited , 91-minutes trailer ( and ) director ca n't seem to get the coherent rhythm going .	0
have reached pubertys actually finding a characters in slackers or their antics amusing , are letting alone funny	0
that satires are like weak .	0
sitcomishly predictable and cloying	0
that from stock character camp parade about as if it were came back -- the drowsy its-own-pretentious-self---examination infatuated drama	0
enigma is like well-made	1
are infusing film	1
gets vivid performances his cast and are pulling off some deft ally mcbeal-style the fantasy sequences	1
replacing john carpenter stylish tracking shot	0
the sane and breathtakingly creative films	1
shrewd but pointless	0
while , as do joan and philip repetitive argument , scheme and the treachery	0
by now intolerable morbidity of so many recent movies echoes a	0
the majestic of astonishing grandeur achievement , epic and	1
have mannered	1
of films that is leaving y'all scratching your head in the amazement over facts that so many talented person can participate in such an ill-advised and poorly	0
treasures chest	1
is like overlong and not well-acted , which credits writer-producer-director adam had watsteined with finishing at all .	0
the heroine	1
, there is little else to recommend `` never again . ''	0
a special kind of movie , this melancholic films noir had reminded me lot of memento ...	1
, promises into the complexities of the middle east struggle of its people offers an unexpected window and into the humanitys .	1
their intelligences	1
quickly are becoming like distasteful and downright creepy	0
one of those real rare film in which a talks alone are like enough to keep us	1
the fine , old-fashioned-movie movie	1
pinnacle	1
90-plus	1
to after another churn out one mediocre movie	0
strangely drawing audience into the unexplainable pain and eccentricities that are attached it to concept of loses	1
an overcooked soufflé	1
into comedy futility sinks further and further	0
are grotesquing and boring	0
no characters , loveable or otherwise	0
sincerely crafted picture	1
is like very choppy and monosyllabic facts	0
tricky and as any of david satisfying	1
it 's like very beavis and butthead , yet always are seeming to elicit the chuckle .	1
are exposing a limitations his skill and a basic flaws his visions . '	0
with humorous observations about the general absurdity of modern life filled	1
such life-embracing spirits	1
the stirring visual sequence like the surge through swirling rapids or the leap from pinnacle to pinnacle	1
all filmmakers are needing to do	1
in dazzling panoramic shot is making of large-screen format , before swooping down on string of exotic locale , scooping the whole world up in a joyous communal festival of rhythm	1
when all is said and did , is loving them pieces -- and	1
the sweet , laugh-the-minutes crowd pleaser that what is lifting your spirits as well as of your mouth corners	1
several uninteresting , unlikeable persons doing bad things to and with each other in `` unfaithful . ''	0
even with its $ 50-million us budget , are pinocchioing never quite is achieving feel of the fanciful motions picture .	0
in doctor 's office , the emergency room , hospital bed or insurance company office	0
the timid , near miss soggy .	0
often are reeling when should be playing out	0
contemplative , and	1
wonderful , imaginative	1
limiting to lds churchs members and undemanding armchair tourists	0
been the hoot the bad-movie way if the laborious pacing and endless exposition been tightened	0
enormously endearing	1
are hating for the same reasons	0
unusually surreal	1
less a sensational true-crimes the hell-jaunt purist might like and much experimental its storytelling ( though no less horrifying it ) .	1
little the morality tale	1
have been n't like as bad as have thought was going to be	1
too often , viewer is leaving puzzled by mechanics of deliverys	0
one a best silly the horror movies	1
are stroking eyeballs	1
low-brow humor ,	0
the comedy-of nearly epic proportions drama	1
are making up hearts what-all is lacking outright newness .	1
the humor wry and	1
writer/director david caesar is ladling on the local flavors with the hugely enjoyable films about changing time , clashing culture and pleasure of the well-made pizza .	1
too weak one recipe	0
dishonestys	0
weirdo actor crispin glover up old school screwing thing	0
the literary detective story still the detective story and aficionados of whodunit wo n't be disappointed	1
are looking at female friendships , spiked with raw urban humor .	1
my only wish to a time is that celebi can take me back before seen this movie and	0
too well-acted	1
as moronic as some campus gross-out film	0
zhuangzhuang create delicate balances style , texts , and subtext that are like so simple and precise that anything discordant will topple that balances , but all odd , the nothing do .	1
to bowling y'all over	1
that films have the high-buffed gloss and high-octane jolt are expecting of de palma , which what-what is making transporting are that 's also one of the most smart	1
probably be a-blip registering one of that movie barely on radar screen of 2002 .	0
comedy special	1
annoying	0
cannibal	0
effective	1
little times	1
are lifting movie above its playwriting 101 premise	1
goldbacher draw an elegant visual sense and the talents easy , seductive pacing ... which and writing partner laurence coriat do n't manage an equally assured narrative coinage	1
having one too funny joke and the few other decent ones	1
charting that rise hip-hop culture general and that art scratching ( or turntablism ) particular	1
the much funnier films	1
's like possible that something hip and transgressive was being attempted here that stubbornly had refused to gel ,	0
near miss	0
to a sunshine state remembering this refreshing visit	1
in much ways that one clockstoppers , the sci-fi thriller as lazy as is like interminable	0
story is -- are forgiving me -- the little thin , and	0
movie is so thoughtlessly assembling .	1
fantastic and believable	1
to keep from being maudlin	0
interests	1
are lacking depth .	0
has something fascinating	1
an enjoyable of lingual and cultural differences comedy ... that château	1
never truly come to care about the main characters and whether or not it 'll wind up together	0
another generic dramas	0
typical animé , with cheapo animation ( like saturday mornings tv in '60 ) , the complex sword-and-the sorcery plot and characters who all have big round eye and japanese name .	0
recording sessions	1
through the empty theaters of tumbleweeds blowing	0
the rare imax movie that 'll wish it had been like longer as hours .	1
shapeless inconsequential move	0
annoying ,	0
by not averting his eyes , solondz is forcing us to consider unthinkable , unacceptable , unmentionable .	1
with the same sort of good-natured funs found in films like tremors	1
the choppy , surface-effect to the whole enterprise feeling	0
wholly believable and hearts-wrenching depths	1
and artistic transcendences	1
try to into one small pot cram too many ingredients	0
are treating .	1
retaining integrity	1
are looking like ill at sharing that same scene ease .	0
the natural sense for what-what is working	1
are throwing elbows when necessary	1
too sluggish	0
this overproduced piece	0
as as the shabby digital photography ugly and	0
makes say obvious : of a good movie ye who enter here abandon all hope .	0
the funny moments	1
frailty '' is starting out like the typical bible killer story	0
some writer dude , am thinking his name had been , uh , michael zaidan , have been supposed to have like wrote screenplay or something ,	0
payami is tryna raise some serious issue about iran 's electoral process , which result are films that 's like about as subtle as a party political broadcast	0
eventually content as the rowdy participants is n't like nearly as captivating are thinking is .	0
noisy and pretentious	0
` zany ' is n't necessarily meaning ` funny	0
an intensely lived times ,	1
employing their quirky and fearless american-angst-in look ability to eye and end up laughing	1
brave	1
sinister inspirations	1
but no-nonsense human beings are and	1
competent , unpretentious entertainments	1
to squander jennifer love are hewitting	0
have the way of into your consciousness seeping	1
tool actions thriller the love and terrorisms	1
putrid writing , directions and timing	0
breezy blend	1
if ayurveda can help it us are returning to one sane regimen of eating , sleeping and streses-reducing the contemplation , is clearly one good thing .	1
attracting audience	1
whatever heartwarming scene a impressively discreet filmmaker may expected to record with their mini dv , are showing one remarkable ability to document both side of this emotional car-wreck .	1
contributions	1
amusements	1
jump cuts , fast editing	0
in a wake of saving private ryan , black hawk down and have been soldiers , are like likely to be as like heartily sick of the mayhem as cage war-weary marine .	0
have made films that are an undeniably worthy and devastating experiences	1
an overexposed waste of films	0
most characters is forgetting their line	0
just that 's so not--all-like good	0
listless , witless ,	0
handsome	1
the few nice twist in the standard plot and that charisma of hugh grant and sandra bullock	1
airless cinematic shell games .	0
next to little insights	0
mcwilliams melancholy musics , are charging with the metaphor ,	1
cheesy backdrops	0
peter jackson and companys once again is dazzling and are delighting us ,	1
like being trapped while some weird relative trots videos had taken family vacation to stonehenge	0
must have been lost in mails	0
utter lacks	0
beneath otherwise tender movement	1
if this sappy script had been most best contest received it , that rejected must have been like astronomically bad	0
are following-your-dream	1
no of polanski 's film denying that power	1
are matching her ambitions	1
, virulently unpleasant excuse	0
the confusing sexual messages	0
queasy infatuation and overall strangeness	0
documentary , one that is making the depleted yesterday is feeling too much the brand-new tomorrow	1
really solid woody allen films	1
opulent	1
with splendid singing	1
this noble warlord would be consigned to a dustbin of historys	0
an intelligent person	1
small , sweet ` evelyn	1
if y'all have answered yes , by all are enjoying that new guy means .	1
are burying an interesting storyline the morality and choices are making such mountain clichés and borrowed images	0
desolate	0
wars is showing and are empathizing with victims is revealing	1
hi girl friday , '' maintaining the light touch while tackling serious themes	1
to of her old life break free	1
this days about nothing are	0
terrific casting	1
is feeling like too light errol morris , focusing on the eccentricity which failing , ultimately , to make something bigger out of its scrapbook of oddball .	0
their consistently sensitive and often exciting treatments	1
gifford is the kathie lee of film directors sadly proving once again ego does n't always go hand in hand with talent, isn't it ,	0
of the entire effort emphasizing the disappointingly generic natures	0
auto focus bear out your typical junkie opera ...	0
stoked to make an important films human infidelity and the happenstance that is tossing one kitchen sink one story already overladen plot conceit	0
technically proficient and	1
the chilly , brooding but quietly	1
lazy exercises	0
predictable their consequence	0
proper home	1
his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress	1
is like rather unexceptional	0
under-inspired , overblown enterprise	0
like one milquetoast movie week blown up the big screen	0
are injecting farcical raunch	0
are injecting the freshness and are spiriting the romantic comedy genre , which has been held it hostage by generic scripts is seeking to remake sleepless seattle again and again .	1
to everyday children is their resemblance .	1
the fascinating , unnerving examinations delusions one unstable man .	1
is one of the best actors there is	1
is like completely serviceable and quickly forgettable	0
the remarkably cohesive whole , both visually and thematically ,	1
of mental illness is that also is making is appearing foolish and shallow rather than , as have been like more likely , victim .	0
ugly and destructive	0
baaaaaaaaad movie	0
as the detailed personal portrait	1
delineating cost of the inevitable conflicts between human urges and institution concerned with self-preservation	0
feeling like sanitised and stagey	0
are directing-to-videos/dvd	0
that that road the perdition lead the satisfying destination	1
fresh and raw like the blew-out vein , narc taking the walking-dead , cop-flick subgenre and beats new life into it .	1
it 's like hard to quibble with one flick this many genuine cackles boasting , but	1
difficult to imagine that the more confused , less interesting and more sloppily made films can possibly down the road in 2002 come	0
crane 's with unblinking candor decline	1
have written the much credible script , that same number the continuity errors	0
sure to of laughs in this simple , sweet and romantic comedy give you the lot	1
much : the spirit , the perception , the conviction	1
gag that is flying such the furiously funny pace that the only rip off that did we be like aware was one we felt it when movie ended so damned soon .	1
teeth-clenching	1
movie is like brilliant , really .	1
entertainingly reenacting the historic scandal	1
so can get your moneys back	0
timid and soggy	0
can be on the cheap made	0
barely are realizing your mind is being blew .	1
light nor magical enough to of whimsy bring off this kind	0
( the ) stale of the ' 53 original retread  .	0
of the gloriously unsubtle and adrenalized extreme	1
abhorrent	0
are feeling like painfully redundant and inauthentic	0
are making well worth watching	1
the first 10 minute , which is like worth seeing , movie are sinking abyss clichés , depressions and bad alternative musics .	0
integrating characters	1
brave and	1
in an increasingly important films industrys and worth look	1
modestly surprising movie	1
boring , self-important stories of like how horrible are to ourself and each other	0
ca n't generate enough heats this cold vacuum comedy to start reactions .	0
wondrous beat	1
one predictably efficient piece of busineses notable largely for its overwhelming creepiness , for eagerness to create images wish them had n't saw	1
to truly care for its decrepit freak beyond that promise of the reprieve from their incessant whining	0
the ability to shock and are amazing	1
another tired old visions	0
the fascinating characters	1
by way too much indulgence of scene-chewing , teeths-gnashing actorliness	0
one tough pill to swallow	0
more adventurous	1
than the stylish exercises in the revisionism whose-whose point	0
too many in which for ourselves scenarios might have opportunity to triumphantly sermonize , and too few is allowing that we should wonder if things would turn it out okay .	0
ring false	0
are sustaining level exaggerated , stylized humor throughout taking your expectation and twisting them just the bit	1
human natures , in short , are n't like nearly as funny as is thinking is ;	0
much to their unique residences	1
... are stripping bible stores of that potentials for the sanctimoniousness , making meaningful for both kid and churchs-wary adult .	1
not even felinni would of this italian freakshow know what-all to make .	0
with an amateurish screenplay of the movie saddled	0
of the south korean cinema flowering	1
( and lovely ) experiment	1
george and lucy most obvious difference to ignite spark	1
one sensitive , moving , brilliantly constructed works .	1
undeniably fascinating and playful	1
too polite to of joe dante 's similarly styled gremlins scale the lunatic heights	0
have crafted the deceptively casual ode to childs and have managed to convey the tiny sense of the hope	1
this stinker	0
piercing and feisty	1
is one of my least favorite emotions , especially when gotta put up with 146 minutes of it	0
before is collapsing into exactly that kind of buddy cop comedy set it out to lampoon , anyway .	0
not to with virtuoso throat - singing mention mysterious , sensual , emotionally intense , and replete  .	1
urban comedy	1
of honest working folk exalts that marxian dream	1
the brilliant movie .	1
feminine energys , the tribute that powers womans to heal	1
have been like worse . ''	0
of crudup 's anchoring performance has some special qualities and the soulful gravity .	1
leaden and predictable	0
above-average thriller	1
an elegant and sly deadpan	1
civil disobedience , anti-war movements and that powers strong voice	1
am liking all four the lead actors the lot and	1
high-strung which flaccid dramas	0
guiding lights	1
reye ' directorial debut having good thing to offer , but still ultimately 's undid by the sloppy script	0
`` b +	1
one of france 's inventivest director	1
are setting one new benchmark for the lameness .	0
in the comparison to his earlier films is seeming the disappointingly thin slice of lower-clases london life ; despite a title ... are amounting to surprisingly little .	0
tenacious	1
brain is engaging	1
are zoning ordinance to from the dullest science fiction protect your community	0
of its chilly predecessor is one surprisingly faithful remake	1
about life	1
engaging the manner and flamboyant style	1
cinematic	1
to her craft , but to her legend	1
... hypnotically dull .	0
is than his interesting ( and more funnier )	1
yet , must be admitting , not entirely humorless	1
other foul substances	0
have mounted , exasperatingly	0
of modern life about that general absurditys	1
none of this isn't like very original , and	0
to in its sparkling beauty behold	1
of its own brilliance is like so convinced that , if it was person , y'all 'd want to smash its face in . '	0
brisk hack job .	0
teacher	1
all unfold predictably	0
is like so sketchy is amounting little much preliminary notes the science-fiction the horror film	0
, this retooled machine is ultimately like effective enough at achieving a modest , crowd-pleasing sets them itself goals .	1
the remarkably alluring films	1
for sure	1
funs and funky look	1
am like more enjoyable have had balances shifted in the favor of waters-bound actions over the lands-based ` dramas	0
failed him	0
for everyone	1
rather unique approach	1
is like oscar-like worthy	1
watching intelligent person making the movie	1
the modern masters	1
the superfluous that-old-familiar-feeling-of plagued sequel ... ` are letting 's to get this thing over with ' : everyone has showed up at that appointed times and place , which visible enthusiasm is like mighty hard to find .	0
is an interesting story pointed personalities , the courage , the tragedy and the little guys the big guys	1
-- like the rather unbelievable the love interests and the meandering ending --	0
have warped	0
are launching	1
one which what had been like hard for to warm up	0
bringing down by lousy directions .	0
an even less capable of criminals trio	0
be like greek to anyone not predisposed to that movie 's rude and crude humor	0
for the last 15 minutes	0
the superfluous sequel ...	0
too convoluted	0
with few respite , marshall is keeping energy humming , and hi edit , unlike those in moulin rouge , are like crisp and purposeful without overdoing .	1
pictures do punching	1
terrific casting and solid execution	1
thrillers actually thrilling	1
sense is the that peace is possible, isn't it	1
valley of dolls	1
like how good these films might be , depends if would believe that the shocking conclusion is too much of plunge or not .	1
worming its your heart way	1
spellbinding serpent 's	1
becomes like more and more frustrating as films go	0
funniest motions	1
fondly remembering as roman coppola 's brief pretentious period before going on to other films that actually is telling one story worth caring	0
the stale plot and pornographic way	0
handles nuclear crisis sequences evenly which milk dramas when should be building suspense , and drag out too many scenes end which what should move quickly	0
is more better as any summer blockbuster have had to endure last summer , and hopefully , are setting tone for the summer of good stuff .	1
ebullient	1
are taking the care with character , are like so believable that are feeling what-what are feeling .	1
once a good idea that have been followed by that bad idea to turn movie	0
about every cliche in the war movie compendium across its indulgent two - hour - and - fifteen - minute length windtalkers air just  .	0
wholly believable and hearts-wrenching	1
frightfest	1
are looking at female , spiked raw urban humor friendship	1
there are many definition ` times waster '	0
the most dullest tangents	0
are switching to the mix of shining , thing , and any naked teenagers the horror flick from 1980s	0
empty head	0
star power , one pop-induced score	1
smart , funny and just honest enough to provide pleasures the slightly naughty , just-above- off - broadway play	1
are forgetting about it	0
are feeling chump	0
are focusing hero 's odyssey cowering povertys courages and happineses	1
wo n't enjoy movie at all	0
same option to slap her creators because 're like clueless and inept	0
are taking you by that face , are stroking your cheeks and coos beseechingly at you : are slowing down , are shaking off your tensions and are taking this picture at its own breezy , distracted rhythms .	1
as an unimaginative screenwriter 's invention effort to disguise	0
great rewards	1
should buy movie milks when tv cow are like free	0
is one mess .	0
too clichéd and	0
being like able to tear their eyes away from screen	1
terrifying message	0
telling story , which is papers-like thin and decidedly unoriginal	0
compromising that complexity	0
are suffering from that awkwardneses that is resulting from adhering to that messiness of true stories	0
having the thrown-together feel of the summer-camp the talent show : hastily written , underrehearsed	0
with brooms and what-what is kind like of special	1
