sentence	label
lawrence unleash his trademark misogyny -- er , comedy -- a human volcano or an overflowing septic tank	0
shed light a subject few are familiar , and make you to care music you may not have heard before .	1
tensions	0
grandeur	1
script , gags , characters are all direct-to-videos stuff ,	0
both a revealing look collaborative process and a timely , tongue--cheek profile the corporate circus that are recording industrys the current climate mergers and downsizing	1
dreaded	0
patchy combinations soaps opera , low-tech magic realism and , times , ploddingly sociological commentary	0
yellow asphalt are an uncompromising films .	1
be occupied for 72 minutes	0
is often preachy	0
too charming and funny movie	1
a delightful surprise	1
touching , small-scale story	1
is twice as bestial but half as funny .	0
a turkeys	0
beautys	1
of carefully choreographed atrocities , which become strangely impersonal and abstract	0
debt miramax felt they owed to benigni	1
intelligences or sincerity it unequivocally deserve	1
is kind films that could only be made it by african-americans of its broad racial insensitivity african-americans .	0
fragmented	0
quirky dramas	1
's mired a shabby script that piles layer layer actions man cliché wooden dialogue and a shifting tone that falls far short the peculiarly moral amorality ( woo ) best works .	0
moneys why this distinguished actor would stoop it so low	0
meaned enhance self-image of drooling idiots	0
are riding kiddies , enough eye candy and cheeky wit keep parents away concession stand	1
some tasty grub	1
resonant chord	1
funnier .	1
that characterizes better hip-hop clips and is content recycle images and characters that were already tired 10 years ago	0
a lacks	0
gets sillier , not scarier , as it is going along	0
overripe episode	0
a funs ride .	1
is well-made	1
, overnight , is robbed and replaced a persecuted `` other	0
believing it was just coincidence	1
this region and its inhabitants	1
incompetent , incoherent or	0
ups and downs of friendships	1
skillfully assembled , highly polished	1
grownups	1
the problematic script	0
are living up stories and faces and musics men who are its subject	1
deeply and rightly	1
nuances	1
is so bad , that it 's almost worth seeing because it 's so bad	0
i loved first sight and , even more important	1
it is stinking	0
an elegant visual sense	1
sloppy plotting	0
is born an engaging storyline , which also is n't embarrassed make you to reach tissues	1
noteworthy	1
a thoughtful , reverent portrait	1
who is making oliver far more interesting than characters 's lines would suggest it	1
many insightful moments .	1
are undermining possibility an exploration the thornier aspects natures/nurture argument regards homosexuality	0
a caffeinated , sloppy brilliance	1
able	1
are hating myselves most mornings	0
impeccable comic timing , raffish charm and piercing intellect	1
an engrossing and grim portrait of hookers : what it are thinking of themselves and their clients	1
a crisp psychological dramas	1
's quite fun in places .	1
holm does his sly , intricate magics , and	1
a shrewd and effective films a director who understands how create and sustain a mood	1
a pretty good overall picture	1
oversexed , times overwrought comedy/dramas that	0
enveloping are sounding	1
only prove that ` zany ' do n't necessarily mean ` funny	0
is a gem .	1
movie 's ultimate point -- that everyone should be themselves -- is trite	0
which a sultry evenings or a beers-fueled afternoons sun can inspire even the most retiring hearts venture forth	1
without doubt an artist of uncompromising visions	1
heartwarmingly	1
bring this unknown slice historys affectingly life .	1
it 's mission accomplished	1
this is one that rare docs that paint a grand picture an era and make journey to feel a party .	1
than most of jaglom 's self-conscious and gratingly irritating films	0
that 's there scare while we delight images	1
bittersweet camaraderie and historys	1
all are coming to be greek to anyone not predisposed to movie 's rude and crude humor .	0
he is not giving the transcendent performance sonny is needing overcome gaps in character development and story logic	0
too many characters	0
's something there	1
inside righteousness	1
wittier	1
great yarn	1
provocative stuff	1
it get details of its times frame straight	1
spite featuring a script credited no fewer than five writers , apparently nobody here bothered check it twice .	0
a remarkable ability document both sides of this emotional car-wreck	1
avoids all the comic possibilities of its situation ,	0
are suspending your disbelief here and now ,	0
nicole holofcenter , the insightful writer/director responsible for this illuminating comedy is n't wrapping proceedings up neatly but ideas are tying together beautifully	1
sure filmmakers found this a remarkable and novel concept	1
are recommending it for its originality alone	1
y'all 're in a slap-happy mood	1
in a dark pit having a nightmare bad cinema	0
an annoying orgy exceses and exploitations that have no point and goes nowhere .	0
but reacting it - feeling a part its grand locations , thinking urgently as protagonists struggled , feeling mercys its inventiveness , gasping its visual delights	1
a commanding screen presence	1
are kinetic enough engross even the most antsy youngsters	1
like a masterpiece	1
this spaces-based homage to robert louis stevenson 's treasures island fires on all plasma conduits .	1
all is playing out ... a high-end john hughes comedy , a kind more elder bueller times out .	1
plot twists are giving i am trying break your hearts an attractions it desperately needed it .	1
angry potshots	0
the ideal outlet for his flick-knife dictions in role of roger swanson	1
rare documentary	1
distances y'all throwing out so many red herrings , so many false , that the genuine ones barely register .	0
unimaginative comedian	0
some real vitality	1
a flick boasting this many genuine cackles	1
( but none the sheer lust )	0
glosses rafael 's evolutions	0
especially with the weak payoff	0
will have an intermittently good times .	1
are managing sweetness largely without stickiness	1
is need stay touch your own skin , 18 or 80	1
an epic four-hours indian musical a cricket game	1
offer the none-too-original premise that everyone involved with moviemaking is a con artist and a liar	0
courageous	1
are putting pillowcases their heads 87 minutes	0
well-acted	1
found ring moderately absorbing , largely for its elegantly colorful look and sound .	1
... too funny , too enjoyable ...	1
a lot more smarts , but just as endearing and easy watch	1
a beautiful canvas	1
maked indieflick need some trims and a more chemistry its stars	0
good actions , good acting , good dialogue ,	1
there are plentys offend everyone ...	0
delightful entree	1
so well	1
plotless	0
it leave little doubt that kidman have become one of our most best actors .	1
be oblivious existences these films would be too sweet indeed .	0
are recommending secretary , the wonderful acting clinic put on by spader and gyllenhaal	1
idea ( middle-aged romance ) is not handled well	0
... story , ravel bolero , builds a crescendo that encompasses many much paths than we started .	1
are creating a world where bizarre is credible and real is turning magical .	1
flat , flat dialogue	0
no real narrative logics	0
humorous .	1
can draw persons together walls that might otherwise separate them	1
put away guitar ,	1
are proving that sometimes dreams of youths should remain just that	0
's also pretty funny	1
if routine actions and jokes like this are your cup of teas , then pay your $ 8 and get ready for the big shear .	0
is astounding any number levels	1
are staying there duration	1
impossible even categorize this a smutty guilty pleasure	0
a vivid , spicy footnote	1
are n't leaving y'all much	0
films ' in the worst sense of expression	0
little much a stylish exercises revisionism whose point ... is no doubt true , but serves a rather thin moral such a knowing fable .	0
, high-adrenaline documentary .	1
are gorgeous and finely detailed	1
succeed all expectation .	1
has a rather unique approach to documentary	1
be viewed pure composition and form --	1
genial is conceit , this is one those rare pictures that you are rooting	1
and not bad enough repulse any generations its fans	1
the diverse , marvelously twisted shapes historys did already take	1
are aiming be funny , uplifting and moving , sometimes all at once	1
works its way up	1
provide insights a fascinating part theater historys	1
the redeeming feature chan 's films have always been action ,	1
an intriguing story	1
meditative and	1
villeneuve is creating in maelstrom a world where bizarre is credible and so real is turning magical .	1
paid enough sit through crap like this	0
a film that have nothing	0
forced dramas this wildly uneven movie ,	0
none-too-funny commentary	0
... broad streaks common sense emerge unimpeachable claritys .	1
a high enough level	1
rather tired	0
have made a films intoxicating atmospheres and little else .	0
are going where we went 8 movies ago	1
inane ramblings	0
a dream	1
both for the rhapsodic dialogue that jumps off page , and for the memorable characters creations	1
of terrific	1
most of distance	0
stale first act , scrooge story ,	0
are ignoring	0
films 's unhurried pace is actually one its strengths .	1
may work an addictive guilty pleasure but still material never is overcoming its questionable satirical ambivalence	0
he just slopped ` em together here	0
vital comic ingredient	1
a soulless hunk of exploitative garbages	0
candy and cheeky	1
a full experiences ,	1
the same mistake	0
two signs that m. night shyamalan debut feature sucked up all he have give to the mystic genres cinema	0
leave a bad tastes your mouth and questions	0
a painful ride	0
does n't drag an audience down	1
an odd dramas	0
storylines are woven together skilfully	1
shimmering cinematography	1
a rich and full life	1
just plain	0
is effective	1
celebritys cameos do not automatically equal laughs	0
are continuing improve	1
consistent emotional conviction	1
a more better thriller	1
films a must for everyone from junior scientists	1
peter jackson and companys once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte could want .	1
most worst thing	0
is moody , oozing , chilling and hearts-warming all once ... a twisting , unpredictable , cat-and-mouse thriller .	1
dialogue frequently misses mark	0
-- stoner midnight flick , sci-fi deconstruction , gay fantasia --	0
are developing her own films language	1
ignite is sparking	1
the only belly laughs are coming from selection of outtakes tacked onto end credits	0
, elusive , yet inexplicably	1
's just plain lurid when it is n't downright silly	0
he 's just adjusting	0
welcome see a chinese films depict a homosexual relationship in a mature and frank fashions	1
poorly are rejiggering fatal attractions a high schools setting	0
a waste de niro , mcdormand and the other good actors cast	0
visit , this laboratory of laughters	1
one that films that seems tailor made air pays cable offer some modest amusements when one has nothing else watch .	0
a films that begin with the everyday lifes of naval personnels in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i	1
it 's probably worth catching solely on its visual merits .	1
every one ( and no one )	0
shoddy	0
jealous	0
are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed	0
forgets make it entertaining	0
if also somewhat hermetic .	1
all pleasure a handsome and well-made entertainments	1
who are enthusiastic about something and then	1
by--numbers yarn .	0
this equally derisive clunker is fixated spectacle small-town competitions .	0
, ( ) are steering clear sensational and are offering instead an unflinching and objective are looking a decidedly perverse pathology .	1
hard imagine any recent films , independent or otherwise , that make as much a mess this one	0
amazement	1
old-fashioned , occasionally charming and as subtle	1
admirable reconstruction	1
notorious reputation	0
you thinked was coming be really awful	0
legal battle	0
crash-and-bash	0
though clear well-intentioned	1
his contradictory , self- , self-destructive ways	0
psychologically probing	1
dumb gags , anatomical humor , or characters cliches	0
is actually one of its strengths	1
deaths and mind-numbing indifference	0
of a big , tender hug	1
itself -- as well its delightful cast --	1
it has definite weaknesses	0
racial profiling hollywood style	0
being stuck in a dark pit having a nightmare about bad cinema	0
coming subjugate truths the tear-jerking demands soaps opera	0
they spend years trying comprehend it	0
daring and	1
this remain a films about something , one that attempts and often achieves a level of connection and concerns .	1
that there is no rest period , no timeout	0
maelstrom is strange and compelling , engrossing and different , a moral tale a twisted sense humor	1
is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .	1
everything is off .	0
an eventual cult classic would be an understatement	1
the best thing movie is its personable , amusing cast .	1
rapes and suspected murders	1
can still turn out a small , personal films an emotional wallop	1
is undone by a filmmaking methodology that 's just experimental enough alienate mainstream audience while ringing cliched hardened indie-heads .	0
give it considerable punchs	1
dialogue , 30 seconds plot	0
are holding our interests , but its just not a thrilling movie	0
it almost completely dry of humor , are verving and fun	0
the soulful development two rowdy teenagers	1
, it 's waltzed itself into art films pantheon .	1
composed deliverys	1
visual style	1
the real deal	1
cool gadgets and creatures are keeping this fresh .	1
a creepy , intermittently powerful study a self-destructive man ... about unsettling watch an exploratory medical procedures or an autopsy .	1
it ultimately delivers	1
smart and dark - hallelujah small favors	1
shamefully	0
confident	1
, y'all 'd have a hard times believing it was just coincidence .	0
are seeming want be a characters study , but apparently	0
is a compelling piece that is demonstrating just how well childs can be trained live out and are carrying on their parents ' anguish	1
most elusive	1
a hugely enjoyable films	1
is pretty funny now and then without any way demeaning its subjects .	1
are revealing itself slow , intelligently , artfully .	1
he is displaying an original talent	1
scream	0
jovial	1
may take its sweet times get wherever 's it going , but still if you have patiences it , you wo n't feel like it 's wasted yours	1
- worst all -	0
gentle , lapping rhythms of these films	1
get full mileage	1
are preserving tosca 's intoxicating ardor	1
not only does leblanc are making one spectacularly ugly-looking broad , but he is appearing miserable throughout as he is swaggering through his scenes .	0
hollywood traps	0
are lumpening	0
as a director , eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising	0
false sentiment or sharp , overmanipulative hollywood practices	0
world traveler might not go anywhere new , or are arriving anyplace special , but it 's certainly an honest attempt get something .	1
that is playing a loosely-connected string acting-workshop exercises	0
is nonexistent .	0
the cinematic stylings director john stockwell	1
apart from reporting on number of tumbleweeds blowing through the empty theaters	0
performances	1
illustrating demons bedevilling the modern masculine journey	0
last orders are nurturing multi-layers its characters , allowing us remember that life 's ultimately a gamble and last orders are be embraced .	1
following up a delightful , well-crafted family films	1
better movie experiences	1
katz 's documentary does n't have much panache , but still materials this rich it does n't need it .	1
be an astronaut	1
( a ) smarter and much funnier version the old polouses academy flicks .	1
a gripping dramas .	1
slightly flawed ( and fairly unbelievable ) finale	0
undeniably fascinating and playful fellow	1
are standing in future years as an eloquent memorial	1
are keeping my attentions	1
should strike a nerves many .	1
the worst elements all them	0
seem really care	1
well acted by diane lane and richard gere .	1
those rare films whose real-life basis are , facts , so interesting that no embellishment is needed .	1
... throw every suspenseful cliché in book at this nonsensical story .	0
childlike dimness	0
terrific casting and	1
the least bit ashamed in admitting that my enjoyment comed at expenses of seeing justice served , even if it 's a dish that 's best served it cold	1
love a disney pic as little cleavage as this one have , and a heroine feisty and principled jane	1
hymn and a cruel story youths culture	0
eventually , it is coming to have a showdown , but , then , your senses are as mushy peas and y'all are n't caring who is firing the winning shot .	0
wondering why lee 's characters did n't just go to a bank manager and save everyone miserys	1
movie is attempting mine laughs from a genre -- gangster/crimes comedy -- that weared out its welcome with audiences several years ago , and its cutesy reliances on movie-specific cliches are n't exactly endearing	0
romantic comedy with a fresh point of view just do n't figure in the present hollywood program .	1
unfulfilling	0
has been , pardon pun , sucked out and replaced by goth goofiness	0
dip your wallet , swipe 90 minutes your times , and	1
incorporate so much	1
already-shallow	0
we also need movies tim mccann 's revolutions no. 9 .	1
as a detailed personal portrait and as a rather frightening examinations modern times	1
it 's a bad actions movie because there are no rooting interests and spectacle are grotesque and boring	0
is too amateurishly square make most of its own ironic implications	0
wonderfully lush morvern callar is pure punk existentialism	1
see where one 's imaginations are coming to lead when given opportunity	1
are corcuera 's attentions detail .	1
has been lost in translations ... another routine hollywood frightfest in which slack execution italicize absurditys of premise .	0
onto a different path	1
tedious chatter parrots raised oprah	0
may work as an addictive guilty pleasure but materials never overcome its questionable satirical ambivalence .	0
large cast	1
amounts beautiful movements and inside informations	1
subject us boring , self-important stories how horrible we are ourselves and each other	0
a great cast	1
such superficial treatments	0
admirable storyteller	1
ludicrous	0
it is celebrating group 's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his ` angels of lights . '	1
sugary sentiment and withhold deliverys pell-mell	0
are deserving a huge amount of credits for films 's thoroughly winning tone	1
limitations	0
about one in three gags in white intermittently wise script is hitting its mark	1
meyjes ... have did his homeworks and soaked up some jazzy new revisionist theories origins nazi politics and aesthetics .	1
the astute directions	1
if hill is n't quite his generations 's don siegel ( or robert aldrich ) , it are because there 's no discernible feeling chest hairs ; it are all blusters and cliché	0
a mysterys how movie could be released in this condition	0
pan nalin 's exposition is beautiful and mysterious , and interviews that is following , with practitioners of these ancient indian practices , are as subtle and as enigmatic .	1
conservative christian parents	1
has the requisite faux-urban vibe and hotter-two-years-ago raps and r&b names and references .	0
there 's gotten be a much graceful way of portraying devastation of these diseases .	0
of nothing core this slight coming--ages/coming-out tale	0
of spectacular belly flops	0
catapulting artist	1
by someone who obviously know nothing about crimes	0
a perfect show of respects to just one of that underrated professionals who is deserving but rarely are receiving it	1
on its way	1
there 's just something watching a squad psychopathic underdogs whale tars unsuspecting lawmans that is reaching times and distance .	1
beautiful , entertaining two hours	1
the edge your seat , tense suspense	1
view youthful affluence not a lost ideal but a starting point .	1
a muddy psychological thriller rife with miscalculations	0
captivates and are showing	1
is horrible	0
the dreary expanse dead-end distaste characters is inhabiting a poem art , musics and metaphor	0
increasingly disturbed	0
is less a superficial midlife crisis	0
a prolonged extrusion of psychopathic pulps .	0
an undeniably fascinating and playful fellow	1
papers thin	0
that is gorgeously	1
not everything this ambitious comic escapade works	0
, hearts of films rest in relationship between sullivan and his son .	1
sprightly	1
it was worth your seven bucks	1
that drifts aimlessly 90 minutes lodging cracks that ever-growing category	0
will please are eastwooding 's loyal fans -- and are suiting story , wherein our hero must ride roughshod incompetent cops get his man	1
it can only encourage us see samira makhmalbaf as a too distinctive sensibility , working develop her own films language with conspicuous succeses	1
is nicely performed by a quintet actresses	1
repetitions and languorous slo-mo sequences	0
it 's difficult shrug off annoyance those chatty fishs	0
in end it 's as sweet as greenfingers	1
create a provocative , absorbing drama that reveals curse a self-hatred instilled by rigid social mores	1
y'all 'll trudge theater feeling as though y'all rided zipper eating a corns dog and an extra-large cottons candy .	0
sharp comedy , old-fashioned monster movie atmospherics , and	1
these funny films	1
devoid	0
subtle directions	0
when compared the usual , much somber festival entries , davis highly personal brand romantic comedy are a tart , smart breaths fresh airs	1
's probably not easy make such a worthless films	0
is hardly journalism at all	0
gloriously unsubtle	1
in its over--top way	1
is moody , oozing , chilling and hearts-warming all once ... a twisting , unpredictable , cat-and-mouse thriller	1
are dying .	0
quite fun places	1
much more successful translations	1
a sentimental mess that never is ringing true	0
story and actors are served with a hack script .	0
matched only by ridiculousness of its premise	0
if y'all go into theater expecting a scary , actions-packed chiller , y'all might soon be looking for a sign .	0
is a shapeless inconsequential move relying on viewer do most of works .	0
the visual wit of the previous pictures	1
this lifes are counting	1
movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible care about .	0
he is showing and are empathizing with victims he is revealing	1
an attentions	1
sensual , funny and , end , too touching .	1
have a spark life it -- more than what you can say plentys movies that is flowing hollywood pipeline a hitch	1
sometimes is a brilliant movie .	1
affecting story four sisters who coping , one way or another , life	1
rapt spell	1
are proving himself a deft pace master and stylist	1
touchingly mending a child pain his dead mother communications an old woman straight eudora welty	1
, but i believe a movie can be mindless without being peak of all things insipid .	0
hands-on storytelling	1
repellent fully endear itself american art houses audiences , but	1
eighties	1
little rooms	0
there is n't much it .	0
that it 's actually watchable	1
dispassionate	0
strangers , which is opening today the new york metropolitan area , so distasteful	0
in a random series collected gags , pranks , pratfalls , dares , injuries , etc .	0
good for this sucker	1
wrapping theater	1
visual coming straight	1
halfwit	0
but it is somehow managing get y'all its spell .	1
slightly sunbaked and summery mind , sexes and	1
are giving are giving a solid , anguished performance that is eclipsing nearly everything else she 's ever did	1
the giant screen and its hyper-realistic images	1
jolt y'all your seat a couple times ,	1
a well-mounted historys lesson	1
are working , it 's thanks to huston 's revelatory performances .	1
a cliché leaved unsaid	0
is one that any art-houses moviegoer is likely find compelling .	1
that it becomes a chore sit through -- despite some first-rate performances by its leads	0
Are an energys to y tu mamá tambiéns .	1
) fondness fancy split-screen , stuttering editing and pompous references wittgenstein and kirkegaard	0
, ( ahola ) have a wooden deliverys and encounter a substantial arc of changes that do n't produce any real transformations .	0
it 's a setup so easy it is bordering on facile , but	0
light-heartedness , that is making it attractive	1
lots sloppiness	0
any countrys	0
there 's undeniable enjoyment be had films crammed movie references ,	1
what 's surprising is how well it is holding up in an era in which computer-generated images are norm .	1
gain the unconditional love she seeks it	0
an earnest moments	1
female friendships ,	1
, at last count , numbered 52 different versions	0
history is fascinating ; action dazzling .	1
gets look and period trappings straight , but still it otherwise drowns a sea visual and verbal clichés .	0
from bill plympton , animation masters ,	1
two is leading delivering oscar-caliber performances	1
guilty of the most worst sins of attributable to a movie like this	0
friday after next is kind films that could only be made by african-americans of its broad racial insensitivity african-americans .	0
are rousing us	1
the adjective ` gentle '	1
are checking your brain and your secret agent decoder ring door because y'all are n't wanting think too much what 's going on .	0
film run a little longer than what it need -- muccino either do n't notice when his story end or just ca n't tear hisself away characters -- but it 's smooth and professional .	0
a chilling tale one the great crimes 20th century france : murders two rich women their servants 1933	1
explosive physical energys	1
jovial air	1
urban comedy is clearly not zhang forte	0
cleverly wrote	1
are infusing the rocky path sibling reconciliation flashes warmths and gentle humor	1
is as consistently engaging as it revealing it .	1
or without sexes , a wonderful love and destiny , told well by a masters storyteller	1
screen magics	1
deathly	0
liked schmidt a lot	1
a sensitive and astute	1
shooting	0
may put off insiders and outsiders alike .	0
an encyclopedia of cliches that is shoplifting shamelessly from farewell-to-innocences movies like wanderers and a bronx tale without cribbing any of their intelligences	0
on its taut performances and creepy atmospheres	0
love and culture	1
confusing melange	0
this dreadfully earnest inversion of concubine love triangle eschews the previous films 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .	0
a golden book sprang life	1
been gave a part worthy of her considerable talents	1
are recommending films	1
weighted down with slow	0
twisted , brilliant and macabre	1
his own infinite insecurity are a works of outstanding originality	1
impish	0
good job	1
, y'all are likely be as heartily sick mayhem cage 's war-weary marine .	0
fall flat as thinking man cia agent jack ryan in this summer new actions films	0
delicate coming-of-ages tale	1
animal	1
could be a single iota more worse ...	0
charred , somewhere northwest bermuda triangle	0
compassions , sacrifice ,	1
the bottom line with nemesis is same as it have been with all films in series : fans is coming to undoubtedly enjoy it , and so uncommitted need n't waste their times on it	0
ideas and special-interests groups	1
is n't as sharp or as fresh	0
is delicately	1
frailty '' has been written so well , that even a simple `` are goddammiting ! ''	1
are making watching such a graphic treatments crimes bearable	1
give a mesmerizing performances a full-fledged sexes addict who are complete denial his obsessive behaviors .	1
a strong and confident works	1
in this woefully hackneyed movie , directed by scott kalvert , street gangs and turf wars 1958 brooklyns -- stale cliches , gratuitous violences , or empty machismo	0
largely flat and uncreative	0
of almost perpetually wasted characters	0
a tearjerker	1
does all of this , and more	1
surprise family	1
demeaning its subjects	0
raw-nerved story	1
are celebrating group 's playful spark nonconformity , glancing vividly back what hibiscus grandly called his ` angels lights . '	1
i loved on first sight and , even more important , love in remembrance .	1
excited	1
that as a director washington demands and receives excellent performances	1
executed such gentle but insistent sincerity , such good humor and	1
, , making his directorial feature debut , does strong , measured works .	1
a slam-dunk	1
are n't really adding up to much	0
wiseman is patient	1
improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at end	1
putting together any movies of particular value or merit	1
are banging your head seat front y'all ,	0
i was beginning hate it	0
cultural and personal self-discovery	1
be ignored	0
a solidly entertaining little films	1
he 's already done way too often	0
are ugly look and not a hollywood products	0
terrific performances , great look , and funny .	1
cinematography the outstanding soundtrack and unconventional narrative	1
bisset	1
witty , vibrant , and intelligent	1
opera-ish dialogue	0
cheapo	0
jagged camera moves	0
an absurdly simplistic picture	0
girls , who is learning that believing something are mattering	1
it 's not original enough .	0
lina	1
contemptible imitator	0
no amount nostalgia carvey glory days	0
from writing and directions the soggy performances	0
countrys	1
cinematography and exhilarating	1
are bringing fresh , unforced naturalism to their characters .	1
disastrous ending	0
vibrant introduction	1
a critical and commercial disasters	0
mad love is n't galvanizing its outrage way ,	0
benefit enormously cockettes ' camera craziness --	1
major acting lessons and maybe a little coffees	0
tremendous skill	1
, the six musical numbers are crystallizing key plot moments minutely detailed wonders dreamlike ecstasy .	1
straightforward and strikingly devious	1
far-flung , illogical , and plain stupid	0
helps but engage an audience	1
one of the greatest films	1
make even jason x ... look positively shakesperean by comparison	0
crass , then are gasping gas , verbal deportment	0
this is a movie y'all can trust it .	1
nails all orlean themes being a true adaptations her book	1
are sustaining a good simmer for most of its running times	1
y'all 'll probably love it .	1
pompous references	0
be rendered tedious by avary 's failure construct a story even a trace dramatic interests	0
ambitious comic escapade	1
have scopes and shape an especially well-executed television movie	1
most movies , 84 minutes is short ,	0
partly a schmaltzy , by--numbers romantic comedy , partly a shallow rumination emptiness succeses -- and entirely soulless .	0
replaced with morph , a cute alien creature which mimics everyone and everything around	1
remain interested , or at least conscious	0
in end there is one word that best describe these films : honest .	1
a dashing and resourceful hero ; a lisping , reptilian villain	1
if director is trying dupe viewer taking it all too important simply because movie are ugly look and not a hollywood products	0
gussied up so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed shriek or are laughing .	0
it 's crafty , energetic and smart -- kid is sort of a fourteen-year old ferris bueller	1
worthwhile glimpse	1
of enthralling dramas	1
insufficiently cathartic	0
that i ca n't remember a single name responsible it	0
are a shaky , uncertain films that nevertheless touch a few raw nerves .	0
, frightening war scenes	0
do an established filmmaker so ardently waste viewers ' times with a gobbler like this	0
who needs mind-bending drugs when they can see this , the final part ` ' trilogy , directed by godfrey reggio , musics philip glases ?	1
a mere excuse wan , thinly sketched story	0
3-d vistas from orbit , with spaces station suspended like a huge set of winds chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetrys .	1
is nearly incoherent ,	0
feel as flat the scruffy sands its titular community .	0
sit these hastily dubbed disasters	0
super	1
enough	0
a thriller ,	1
, even after the most awful acts are committed it , are an overwhelming sadneses that feels as if it makes its way into your too bloodstream .	1
did at last decisively already break with her friends image in an independent films of satiric fires and emotional turmoil .	1
a movie full of graces	1
all three sides his story a sensitivity and an inquisitiveness reminiscent truffaut	1
sloppy	0
too boring and obvious	0
truly egregious lips-non-synching	0
own floundering way	0
join already came great monster/science fictions flicks that we came love	1
are delivering a few gut-busting laughs	1
has a great cast and a great idea	1
a flair dialogue comedy	1
definitely funny stuff , but it 's much of ` laughing at ' varietys than ` laughing with . '	1
touching son 's rooms	1
lack balances ...	0
y'all still have see this !	1
it fails have a hearts , mind or humor its own	0
that is n't heated properly , so that it ends up	0
what a dumb , funs , curiously adolescent movie this is .	1
animation increasingly emphasizes computer and cool	1
new , or inventive ,	1
two-dimensional and pointless	0
the actions here are unusually tame , characters are too simplistic maintain interests , and plot is offering few surprises	0
by corrupt and hedonistic weasels	0
renewal	1
is suitably elegant	1
been a confusing and horrifying visions	0
superstar	1
with too little story or characters	0
are presenting visceral and dangerously honest revelations about men and machines behind curtains of our planet .	1
is delicately narrated by martin landau and directed sensitivity and skill dana janklowicz-mann	1
woody , what happened ?	0
was n't one of films 's virtues	0
an energetic , violent movie with a momentum that never is letting up .	1
works -- are charming , moving	1
good-looking but relentlessly lowbrow outing is playing clueless are south forking .	0
use the breathtakingly beautiful outer-spaces documentary spaces station 3d	1
to phrase ` fatal script error	0
are passing without reminding audiences that it 's only a movie	0
life ,	1
, and better	1
i seed worse stunt editing or cheaper actions movie productions values than in extreme ops	0
full circle	1
honestys	1
sheridan is painfully bad , a fourth-rate jim carrey who do n't understand difference dumb fun and just plain dumb .	0
this wild welsh whimsy	1
jaw-dropping	1
are goosing things up	1
delightful , if minor , pastry	1
recommend it enough	1
a rare window an artistic collaboration	1
be able find more better entertainments	0
you have pay if you are wanting see it	1
could n't have brought something fresher proceedings simply accident	1
in a sea of visual and verbal clichés	0
a thoroughly enjoyable , heartfelt	1
dignified	1
lonelineses and insecurity	0
definitely worth 95 minutes	1
are leaving us laughing	1
although some viewers is coming to not be able stomach so much tongue-in-cheek weirdness , those who do is coming to have found a cult favorite enjoy for a lifetime .	1
pretty well	1
completely familiar	1
disappointing in comparison to other recent war movies ... or any other john woo flick for those matters	0
was botched in execution	0
a witty , whimsical feature debut .	1
recommend big bad love	1
tell y'all anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes	0
vastly improved germanic version	1
( unintentionally ) funniest moments	1
is rather are liking being trapped while some weird relative trots out videos he taked of family vacation to stonehenge .	0
a fresh-faced , big-hearted and frequently funny thrill	1
unfortunately , there is almost nothing in this flat effort that is coming to amuse or are entertaining them , either .	0
it just is sitting there a side dish no one ordered it .	0
are seeming irritatingly transparent	0
this excursion epicenter percolating mental instability is not easy dismissed or forgotten .	1
fine cut diamonds	1
slick productions values and	1
although mainstream american movies are tending exploit familiar , but every once in a while a film is arriving from margin that is giving viewers a chance learn , grow , travel .	1
( reno ) deliver a monologue that manage incorporate both horrors and absurditys situation a well-balanced fashions .	1
, it still is working .	1
is disappointingly generic .	0
though their story is predictable	0
spinning a webs dazzling entertainments may be overstating it , but	1
positive ( if tragic )	1
paint a specifically urban sense of disassociation here	1
is n't much better	0
presents a fascinating glimpse urban life and clases warfare that embroil two young men	1
as possibly the best actor working movies today	1
though there are entertaining and audacious moments , movie 's wildly careening tone and an extremely flat leads performances do little salvage this filmmaker 's flailing reputation .	0
but it also does the absolute last thing we are needing hollywood doing to us :	0
refreshingly realistic , affectation-free	1
a real winner -- smart , funny , subtle , and resonant	1
love for movies of 1960s	1
although it is including a fair share of dumb drug jokes and predictable slapstick	0
'm not	1
as simultaneously funny , offbeat and	1
cgi effects	1
really is a shame that more wo n't get an opportunity embrace small , sweet ` evelyn . '	1
kissing	1
film run on a little more longer than what it need	0
, thoroughly involving	1
compelling coming-of-ages dramas	1
director escort service was inspired	1
too convenient	0
toolbags	0
happy !	1
bad idea	0
's a frightful vanity film that , no doubt , pay off what debt miramax feeled they owed to benigni	0
